timestamp,open,high,low,close,volume,trade_count,vwap,Time
2025-10-27 09:30:00,439.92,444.4599,438.69,442.71,3772291.0,76431.0,441.952196,09:30:00
2025-10-27 09:35:00,442.63,445.67,440.4301,445.48,3201662.0,58186.0,443.494581,09:35:00
2025-10-27 09:40:00,445.5629,446.85,443.51,444.3184,2343841.0,44512.0,445.333251,09:40:00
2025-10-27 09:45:00,444.17,445.3,443.02,443.42,1284339.0,25066.0,444.085063,09:45:00
2025-10-27 09:50:00,443.36,445.3499,443.36,444.055,1331420.0,23986.0,444.395893,09:50:00
2025-10-27 09:55:00,444.0119,446.5,443.2,445.99,1578239.0,27512.0,445.295124,09:55:00
2025-10-27 10:00:00,446.045,447.49,445.74,446.28,1780849.0,37123.0,446.717166,10:00:00
2025-10-27 10:05:00,446.28,448.66,445.25,447.853,2042864.0,45505.0,447.093868,10:05:00
2025-10-27 10:10:00,447.8422,449.45,447.36,448.83,2055820.0,43911.0,448.565857,10:10:00
2025-10-27 10:15:00,448.795,448.9599,446.95,447.4408,1218685.0,31856.0,447.943097,10:15:00
2025-10-27 10:20:00,447.48,448.28,446.89,447.905,968139.0,30889.0,447.663625,10:20:00
2025-10-27 10:25:00,447.905,449.59,447.6879,449.1498,1396642.0,35520.0,448.83502,10:25:00
2025-10-27 10:30:00,449.184,450.53,447.74,448.0928,2133712.0,49613.0,449.149596,10:30:00
2025-10-27 10:35:00,448.12,448.59,447.63,447.825,814551.0,26248.0,448.11044,10:35:00
2025-10-27 10:40:00,447.825,448.0695,447.03,447.655,780612.0,25189.0,447.593554,10:40:00
2025-10-27 10:45:00,447.63,448.8172,446.9001,447.19,947962.0,27535.0,447.710882,10:45:00
2025-10-27 10:50:00,447.18,447.6,445.61,447.545,1108760.0,29389.0,446.599574,10:50:00
2025-10-27 10:55:00,447.5387,448.22,446.71,447.12,867928.0,24267.0,447.466519,10:55:00
2025-10-27 11:00:00,447.04,447.76,445.95,447.3485,725078.0,22527.0,446.921411,11:00:00
2025-10-27 11:05:00,447.38,449.4,446.7701,449.0159,987751.0,26146.0,448.27538,11:05:00
2025-10-27 11:10:00,449.02,449.8132,448.41,449.8132,1015912.0,27805.0,449.042075,11:10:00
2025-10-27 11:15:00,449.8272,454.17,449.39,453.525,3094768.0,66280.0,451.946484,11:15:00
2025-10-27 11:20:00,453.5699,455.2,452.32,454.4701,2329692.0,50757.0,453.872775,11:20:00
2025-10-27 11:25:00,454.47,454.77,453.5,454.08,1254629.0,33621.0,454.21058,11:25:00
2025-10-27 11:30:00,454.0651,455.58,453.58,454.4949,1733432.0,38423.0,454.672858,11:30:00
2025-10-27 11:35:00,454.485,457.21,454.4525,456.555,2058085.0,49085.0,456.510873,11:35:00
2025-10-27 11:40:00,456.58,456.8,454.05,454.445,1367182.0,36238.0,455.696668,11:40:00
2025-10-27 11:45:00,454.4742,455.53,453.7201,454.97,1175685.0,31108.0,454.620799,11:45:00
2025-10-27 11:50:00,454.94,456.18,454.55,455.22,1027379.0,27826.0,455.50461,11:50:00
2025-10-27 11:55:00,455.18,456.15,454.12,455.9017,1078873.0,27364.0,455.187235,11:55:00
2025-10-27 12:00:00,455.9295,456.91,455.3577,456.6,1039707.0,26939.0,456.183654,12:00:00
2025-10-27 12:05:00,456.64,457.08,455.551,456.0,961096.0,25747.0,456.276834,12:05:00
2025-10-27 12:10:00,456.02,456.72,455.5596,456.2,700499.0,23076.0,456.106178,12:10:00
2025-10-27 12:15:00,456.265,456.64,455.5,455.63,1273860.0,23266.0,456.001083,12:15:00
2025-10-27 12:20:00,455.6052,456.3199,454.92,455.85,943771.0,24770.0,455.539354,12:20:00
2025-10-27 12:25:00,455.87,457.22,455.6988,456.055,1239368.0,19565.0,456.70036,12:25:00
2025-10-27 12:30:00,456.07,458.1,455.5,457.8303,1309848.0,23737.0,457.331287,12:30:00
2025-10-27 12:35:00,457.85,458.45,457.169,457.8301,1218563.0,20918.0,457.933291,12:35:00
2025-10-27 12:40:00,457.86,457.95,456.88,457.2001,681454.0,13524.0,457.313905,12:40:00
2025-10-27 12:45:00,457.225,458.2,456.84,458.105,832168.0,15110.0,457.465048,12:45:00
2025-10-27 12:50:00,458.1399,458.9399,457.91,458.7601,1048554.0,18190.0,458.461824,12:50:00
2025-10-27 12:55:00,458.83,459.18,457.38,457.75,1149593.0,19492.0,458.373073,12:55:00
2025-10-27 13:00:00,457.7555,458.07,456.9,457.825,717420.0,13304.0,457.520449,13:00:00
2025-10-27 13:05:00,457.8,458.9199,457.72,458.38,740309.0,13426.0,458.249917,13:05:00
