timestamp,open,high,low,close,volume,trade_count,vwap
2020-12-29,343.58,343.77,340.87,341.39,2601520.0,39106.0,342.078431
2020-12-30,342.28,342.91,341.565,341.85,2076855.0,27551.0,342.180216
2020-12-31,341.82,344.37,341.23,343.69,3591458.0,35752.0,342.434122
2021-01-04,345.02,345.09,335.37,339.03,5455173.0,101058.0,339.67366
2021-01-05,338.4,342.39,338.39,341.26,3317711.0,44070.0,340.626091
2021-01-06,339.79,346.5,339.3,343.33,4829352.0,56972.0,343.833107
2021-01-07,345.74,349.2,345.54,348.46,3763055.0,52332.0,348.048386
2021-01-08,349.88,350.619,346.64,350.42,3833879.0,52723.0,349.350356
2021-01-11,347.36,349.82,347.202,348.13,3041694.0,47081.0,348.339452
2021-01-12,348.3,349.15,345.97,348.16,2327920.0,38321.0,348.025925
2021-01-13,348.11,350.06,347.32,349.03,3056342.0,44766.0,349.165367
2021-01-14,349.83,350.3183,347.55,347.85,3538079.0,43959.0,349.277749
2021-01-15,346.27,347.06,343.53,345.37,3693450.0,61220.0,345.790476
2021-01-19,347.8,348.587,346.36,348.1,3511908.0,43671.0,347.839717
2021-01-20,350.32,353.71,349.97,352.83,2978488.0,40280.0,352.412639
2021-01-21,353.46,353.835,352.302,353.16,2604368.0,36953.0,353.24052
2021-01-22,351.38,353.04,350.99,351.9,1822752.0,32386.0,352.188759
2021-01-25,352.71,353.6814,347.97,353.33,3564902.0,57102.0,352.084683
2021-01-26,354.23,354.645,352.6,352.8,2445482.0,38412.0,353.436981
2021-01-27,349.54,349.56,341.99,344.23,5054116.0,103780.0,345.780843
2021-01-28,345.97,351.0707,345.58,347.13,3455673.0,53390.0,348.78049
2021-01-29,345.22,346.22,338.57,340.19,5941833.0,96620.0,341.813289
2021-02-01,343.63,346.85,341.4,345.7,3383937.0,56903.0,344.84863
2021-02-02,349.05,352.34,349.0,350.74,3025361.0,40512.0,351.252198
2021-02-03,351.7,352.8,349.88,351.09,3416248.0,40965.0,351.712862
2021-02-04,352.12,355.04,351.92,354.97,2051898.0,34276.0,353.608837
2021-02-05,356.9,357.1312,355.316,356.44,2108090.0,35121.0,356.409797
2021-02-08,357.92,359.07,357.06,359.04,3395323.0,43546.0,358.063237
2021-02-09,358.22,359.33,357.77,358.78,1908143.0,35669.0,358.786657
2021-02-10,360.53,360.61,356.3,358.64,2437604.0,44071.0,358.758471
2021-02-11,359.71,360.1,356.8376,359.22,2279401.0,34257.0,358.881384
2021-02-12,358.45,361.19,358.36,361.05,2162311.0,31282.0,359.63293
2021-02-16,362.15,362.37,359.98,360.71,4444184.0,47628.0,361.622665
2021-02-17,359.03,360.97,357.9222,360.79,3244211.0,44273.0,359.463807
2021-02-18,358.18,359.93,356.49,359.25,3041246.0,49186.0,358.334078
2021-02-19,360.47,360.71,358.14,358.59,2490721.0,39141.0,359.502993
2021-02-22,355.84,358.19,355.56,355.77,3417924.0,51700.0,356.597328
2021-02-23,353.69,357.56,349.53,356.22,5286142.0,83789.0,353.437337
2021-02-24,355.15,360.58,354.2,360.16,3333171.0,51758.0,358.238516
2021-02-25,359.03,360.27,350.08,351.45,7075926.0,126261.0,354.53068
2021-02-26,353.35,354.4678,347.71,349.67,7744092.0,112386.0,351.646972
2021-03-01,354.55,359.39,354.5,358.1,3748400.0,66639.0,357.19633
2021-03-02,358.38,358.63,355.16,355.34,5490714.0,81632.0,357.140589
2021-03-03,354.7,355.64,350.56,350.62,6411224.0,102851.0,353.148152
2021-03-04,350.49,353.02,341.915,346.34,6680118.0,133993.0,347.443408
2021-03-05,349.77,353.73,342.59,352.69,8853521.0,104488.0,348.736679
2021-03-08,353.63,356.4,350.66,350.96,5793781.0,90185.0,353.80934
2021-03-09,354.75,358.46,354.23,355.87,6116031.0,57837.0,356.908079
2021-03-10,358.3,359.84,356.88,358.07,7523999.0,79516.0,358.329531
2021-03-11,360.66,363.76,360.1605,361.85,3421796.0,61043.0,362.158152
2021-03-12,360.5,362.45,359.666,362.36,4889596.0,73457.0,361.046367
2021-03-15,362.59,364.75,360.45,364.52,3391785.0,59210.0,363.074349
2021-03-16,365.12,365.78,363.25,363.98,3733150.0,62331.0,364.651512
2021-03-17,362.83,366.05,361.62,365.24,5026069.0,93190.0,363.438832
2021-03-18,362.73,364.76,359.28,359.87,5090313.0,89587.0,362.240592
2021-03-19,359.65,361.17,357.14,359.32,5689434.0,85888.0,359.533916
2021-03-22,359.79,363.5,359.76,362.07,3436972.0,65152.0,361.728565
2021-03-23,361.53,362.94,358.51,359.41,5351175.0,90145.0,360.587634
2021-03-24,360.71,362.27,357.42,357.42,4151912.0,76173.0,360.21728
2021-03-25,356.08,360.24,354.14,359.43,5536143.0,95746.0,357.047409
2021-03-26,359.37,364.37,358.75,364.01,3332833.0,55509.0,360.475247
2021-03-29,362.57,364.68,361.1097,363.79,3177881.0,65277.0,363.008552
2021-03-30,362.56,363.47,361.27,362.86,3772649.0,60709.0,362.422865
2021-03-31,363.4,365.82,363.39,364.3,7919271.0,66780.0,364.690167
2021-04-01,366.2,368.29,366.03,368.16,5291818.0,74991.0,367.160922
2021-04-05,370.89,374.07,370.81,373.47,3797866.0,71417.0,372.726251
2021-04-06,373.04,374.33,372.67,373.26,3668882.0,61602.0,373.577816
2021-04-07,373.14,374.0797,372.72,373.73,2836485.0,46775.0,373.528473
2021-04-08,374.97,375.56,374.06,375.55,3968601.0,52574.0,375.031697
2021-04-09,375.42,378.4,375.33,378.25,2664760.0,50982.0,376.547028
2021-04-12,377.7,378.65,377.0799,378.42,2747529.0,63780.0,377.91895
2021-04-13,378.37,380.12,377.92,379.45,2985533.0,57806.0,378.948796
2021-04-14,379.46,380.51,377.7,378.23,3758134.0,62770.0,379.183772
2021-04-15,380.33,382.54,380.28,382.29,3573831.0,59848.0,381.507238
2021-04-16,383.558,384.15,382.19,383.63,3251646.0,65352.0,383.295661
2021-04-19,382.62,383.09,380.37,381.74,3945743.0,83356.0,381.654174
2021-04-20,380.49,381.16,377.465,378.94,4106739.0,87033.0,379.009533
2021-04-21,378.28,382.67,378.14,382.5,3690154.0,57449.0,380.876674
2021-04-22,382.32,383.115,377.96,378.99,4026666.0,72605.0,380.618802
2021-04-23,379.57,384.455,379.46,383.03,3835967.0,56115.0,382.447079
2021-04-26,383.73,384.45,383.32,383.86,3191594.0,54716.0,383.994598
2021-04-27,384.2,384.38,382.72,383.74,3435788.0,58269.0,383.710026
2021-04-28,384.1,385.1692,383.24,383.56,4161204.0,64395.0,383.971384
2021-04-29,386.4,386.74,382.81,386.12,4269178.0,71263.0,385.231543
2021-04-30,383.91,384.76,382.73,383.57,5532946.0,87924.0,383.59542
2021-05-03,385.56,385.94,383.96,384.44,4329303.0,81811.0,384.936759
2021-05-04,382.52,382.96,378.45,382.1,5505170.0,137529.0,380.489188
2021-05-05,383.72,383.91,381.44,382.17,4483946.0,65977.0,382.836618
2021-05-06,382.26,385.37,380.27,385.28,4737292.0,80073.0,382.941869
2021-05-07,386.02,388.68,385.33,388.03,3527040.0,57510.0,387.69427
2021-05-10,388.41,388.66,384.09,384.23,6122552.0,84856.0,386.648139
2021-05-11,379.75,381.74,376.95,380.86,7137699.0,129185.0,380.017086
2021-05-12,378.04,379.27,372.13,372.73,7721058.0,151805.0,375.312098
2021-05-13,374.21,379.05,374.17,377.16,7188210.0,110978.0,376.953139
2021-05-14,379.81,383.79,379.81,382.95,5189640.0,69087.0,382.094416
2021-05-17,381.9,382.75,380.0,382.03,3908293.0,67975.0,381.376076
2021-05-18,382.25,382.47,378.54,378.73,3206005.0,58861.0,381.198549
2021-05-19,374.06,377.84,372.62,377.73,5174967.0,112219.0,375.429031
2021-05-20,378.57,382.99,378.45,381.76,4864743.0,59398.0,381.255386
2021-05-21,383.23,384.45,381.01,381.47,3629544.0,58543.0,382.604589
2021-05-24,383.69,386.4,383.44,385.32,3040787.0,50712.0,385.313305
2021-05-25,386.4,386.76,383.94,384.51,4116061.0,68589.0,385.181881
2021-05-26,385.09,385.75,384.07,385.21,2733319.0,47011.0,385.089247
2021-05-27,386.2816,386.78,385.32,385.38,3076930.0,49482.0,386.011482
2021-05-28,387.03,387.27,385.94,386.13,3621605.0,52118.0,386.629955
2021-06-01,388.5,388.62,385.38,385.78,4579068.0,70219.0,386.614856
2021-06-02,386.45,387.24,385.47,386.48,3286896.0,56654.0,386.310556
2021-06-03,384.17,386.11,382.7,385.01,3544044.0,60182.0,384.909691
2021-06-04,386.81,388.8,386.76,388.5,2714222.0,42425.0,387.816696
2021-06-07,388.52,388.69,387.25,388.17,2607971.0,50066.0,387.917946
2021-06-08,389.0,389.08,386.44,388.23,2451632.0,49927.0,388.188578
2021-06-09,389.08,389.13,387.41,387.63,3164025.0,49049.0,388.353609
2021-06-10,388.86,390.3597,387.58,389.41,2689559.0,49081.0,389.316543
2021-06-11,390.0,390.2,388.73,390.09,2330895.0,50193.0,389.498764
2021-06-14,390.21,391.07,389.0,391.07,2381752.0,53808.0,389.694415
2021-06-15,391.15,391.2,389.4099,390.25,2486902.0,56217.0,390.294377
2021-06-16,390.4186,390.58,386.02,388.11,4276765.0,84195.0,388.384268
2021-06-17,387.62,388.91,385.5,387.97,4137978.0,76797.0,387.776114
2021-06-18,384.79,385.38,382.52,382.82,5469135.0,122514.0,384.085294
2021-06-21,384.5,388.38,383.65,388.18,4708085.0,75606.0,387.055734
2021-06-22,388.24,391.09,387.47,390.24,2768309.0,52183.0,389.396467
2021-06-23,390.35,391.14,389.7,389.82,2470458.0,48091.0,390.454717
2021-06-24,391.89,392.5185,391.67,392.05,3201216.0,50443.0,392.111889
2021-06-25,392.9,393.92,392.54,393.5,2934713.0,53761.0,393.215723
2021-06-28,394.03,394.45,392.83,394.32,2542155.0,55788.0,393.635897
2021-06-29,393.35,393.94,392.66,393.16,3185997.0,52481.0,393.32342
2021-06-30,392.72,394.131,392.72,393.52,4080241.0,60128.0,393.459907
2021-07-01,394.3,395.85,394.2062,395.74,3541389.0,63843.0,395.077661
2021-07-02,396.85,399.05,396.525,398.75,4517563.0,62129.0,397.804519
2021-07-06,398.77,398.99,395.3,398.0,4496660.0,101423.0,397.237336
2021-07-07,398.67,399.66,396.68,399.37,4892874.0,80879.0,398.916668
2021-07-08,394.2,396.88,393.02,396.19,5945916.0,136654.0,395.042484
2021-07-09,397.63,400.65,397.42,400.37,3381211.0,60231.0,399.420318
2021-07-12,400.3,402.03,399.87,401.82,3027035.0,68464.0,401.182508
2021-07-13,401.08,402.5,400.18,400.46,4471123.0,68384.0,401.122638
2021-07-14,402.06,402.57,399.82,401.01,3416206.0,68460.0,401.336913
2021-07-15,399.74,400.38,397.805,399.72,4623138.0,97971.0,399.348608
2021-07-16,400.84,400.88,396.14,396.61,4614878.0,92416.0,398.091923
2021-07-19,391.78,392.26,387.93,390.68,12376040.0,306392.0,389.558343
2021-07-20,391.345,397.5,390.01,396.2,4112255.0,69607.0,395.048308
2021-07-21,397.48,399.62,397.27,399.53,3021655.0,58343.0,398.675256
2021-07-22,399.71,400.56,398.7,400.38,2593536.0,50427.0,399.828667
2021-07-23,402.17,404.75,401.58,404.38,3172165.0,56265.0,403.53248
2021-07-26,403.92,405.42,403.82,405.41,2397909.0,53813.0,404.705276
2021-07-27,404.45,404.45,400.8,403.61,3636515.0,85802.0,402.627774
2021-07-28,404.17,404.76,402.04,403.39,3779547.0,73139.0,403.638389
2021-07-29,404.36,406.13,404.35,405.13,2286241.0,47911.0,405.463341
2021-07-30,402.59,404.53,402.4697,403.15,5567620.0,76822.0,403.235447
2021-08-02,404.78,405.36,401.94,402.33,7504610.0,83467.0,403.046753
2021-08-03,403.08,405.66,400.92,405.58,4395874.0,76692.0,404.154568
2021-08-04,404.31,404.86,403.34,403.64,4134107.0,77413.0,404.116576
2021-08-05,404.7,406.19,404.38,406.16,3270212.0,50016.0,405.431662
2021-08-06,406.44,407.18,406.17,406.86,2610333.0,51961.0,406.660973
