timestamp,open,high,low,close,volume,trade_count,vwap
2020-12-31,24.11,24.11,22.59,22.73,3899866.0,26082.0,23.150334
2021-01-04,22.808,24.17,21.4097,24.01,4705462.0,31883.0,22.833705
2021-01-05,24.0,26.2099,23.74,25.6,4896212.0,33795.0,25.282055
2021-01-06,26.0035,28.49,26.0035,27.0,7165976.0,48447.0,27.223932
2021-01-07,28.4765,29.2192,27.54,28.13,5513379.0,42282.0,28.199283
2021-01-08,28.04,28.35,26.1001,26.79,5944517.0,46759.0,26.840854
2021-01-11,26.4016,26.94,25.81,26.23,3447039.0,28104.0,26.305543
2021-01-12,26.07,28.7,25.89,27.7,4806002.0,34577.0,27.499649
2021-01-13,28.0,28.06,26.71,26.84,4332214.0,31593.0,27.281224
2021-01-14,27.05,27.25,26.2,26.53,3816386.0,29432.0,26.70507
2021-01-15,26.7,26.75,25.0,26.03,4885476.0,39965.0,25.641378
2021-01-19,26.0,28.24,25.6953,28.16,5846618.0,35552.0,26.995789
2021-01-20,29.05,31.27,28.2,30.0,9306763.0,56740.0,29.896875
2021-01-21,30.95,31.5,29.35,29.74,6611387.0,39891.0,30.295184
2021-01-22,29.07,30.39,28.58,29.14,4755281.0,30726.0,29.300951
2021-01-25,28.74,28.9,26.58,27.33,11574239.0,58121.0,28.254695
2021-01-26,28.04,29.97,27.01,27.7,8255692.0,64061.0,28.066561
2021-01-27,26.55,26.83,24.53,25.18,9882886.0,95480.0,25.720924
2021-01-28,25.97,26.1799,24.97,25.02,4599054.0,48396.0,25.468183
2021-01-29,25.17,26.36,24.68,26.12,5864464.0,49719.0,25.588929
2021-02-01,26.2,27.39,25.52,26.25,4361575.0,37716.0,26.482346
2021-02-02,27.1,28.8,26.6,28.47,6873074.0,46168.0,28.163665
2021-02-03,27.41,29.9111,27.04,28.61,8554444.0,71181.0,28.714378
2021-02-04,28.58,29.6235,27.69,28.48,5672531.0,48945.0,28.753642
2021-02-05,26.88,27.0999,26.31,26.6,26170601.0,186229.0,26.720234
2021-02-08,27.75,28.01,27.25,27.3,14545613.0,148778.0,27.533878
2021-02-09,28.02,31.93,27.72,31.1,19231519.0,154252.0,29.857613
2021-02-10,33.08,35.38,31.2822,34.0,25677214.0,249688.0,33.33884
2021-02-11,35.2385,39.24,34.43,35.88,18214830.0,153268.0,36.756959
2021-02-12,34.3,37.17,33.73,34.59,9137582.0,91278.0,35.09152
2021-02-16,35.7071,35.74,31.81,32.75,11143336.0,137963.0,33.053272
2021-02-17,32.5,32.56,30.28,31.52,9942715.0,124646.0,31.274131
2021-02-18,30.99,31.7899,29.07,31.18,10825438.0,125039.0,30.49894
2021-02-19,32.46,33.48,31.24,31.58,8434106.0,85602.0,32.268952
2021-02-22,30.775,30.87,29.47,29.63,7315424.0,95103.0,30.098051
2021-02-23,27.7,28.86,25.1,28.04,13371136.0,148181.0,27.399253
2021-02-24,28.5,30.82,28.2,30.82,9516194.0,78018.0,29.577325
2021-02-25,30.21,31.65,28.08,28.7,11360016.0,99640.0,29.667243
2021-02-26,29.1177,29.3,26.65,28.02,9708993.0,91194.0,27.774944
2021-03-01,29.43,30.78,29.41,30.22,6863707.0,63252.0,30.234991
2021-03-02,30.5,32.25,30.2,31.33,7872417.0,68768.0,31.556841
2021-03-03,31.07,31.935,28.43,28.85,10119990.0,94598.0,29.551735
2021-03-04,28.0242,28.73,23.2801,24.385,17509336.0,160387.0,25.358787
2021-03-05,23.64,24.0,17.01,21.99,38451260.0,299164.0,19.953076
2021-03-08,21.39,22.66,19.8889,20.06,13296932.0,120784.0,21.160162
2021-03-09,20.9,22.29,20.65,21.64,10390492.0,100727.0,21.74977
2021-03-10,22.52,24.14,22.29,23.69,8216764.0,80371.0,23.431947
2021-03-11,24.36,27.2095,24.36,26.32,9653884.0,86361.0,25.957226
2021-03-12,24.97,27.14,24.6,27.05,7957710.0,80206.0,26.112271
2021-03-15,26.98,29.17,26.91,28.81,10171471.0,99781.0,28.593332
2021-03-16,28.65,30.04,26.44,27.38,12666094.0,120834.0,28.335912
2021-03-17,25.5,28.36,25.25,28.3,19523269.0,106642.0,27.783367
2021-03-18,27.78,28.3,26.15,26.81,18168802.0,100779.0,27.043187
2021-03-19,26.3783,28.5,26.3783,27.53,49955558.0,111661.0,27.55004
2021-03-22,27.69,28.0925,27.01,27.9,14924430.0,50664.0,27.836161
2021-03-23,27.3,27.501,25.1,25.62,19123876.0,89208.0,25.755754
2021-03-24,25.78,25.85,22.358,22.51,9339514.0,94868.0,23.621055
2021-03-25,21.37,23.22,20.6,23.04,14413402.0,110767.0,21.699482
2021-03-26,23.32,23.39,20.9,22.08,8357393.0,76620.0,21.982395
2021-03-29,21.89,22.47,20.35,20.45,9729177.0,83620.0,21.000558
2021-03-30,20.24,20.54,19.25,20.52,10380430.0,84656.0,20.026164
2021-03-31,21.23,21.57,20.5,21.19,8264342.0,64014.0,21.0128
2021-04-01,22.02,22.7921,21.425,21.75,6880636.0,61528.0,21.988527
2021-04-05,22.24,22.3298,20.51,20.92,8141089.0,72343.0,21.03283
2021-04-06,20.6,22.25,20.3,21.84,9237311.0,59794.0,21.598927
2021-04-07,22.03,22.28,20.46,20.65,7032213.0,60829.0,21.033661
2021-04-08,20.86,20.88,19.95,20.2,8049874.0,68074.0,20.25174
2021-04-09,20.27,20.82,20.03,20.51,4921831.0,42602.0,20.51123
2021-04-12,20.25,20.265,19.05,19.41,9701493.0,79966.0,19.344244
2021-04-13,19.66,20.61,19.6,20.6,7066800.0,56987.0,20.191861
2021-04-14,20.81,21.075,19.93,20.0,9158669.0,67417.0,20.45279
2021-04-15,20.2426,20.6999,19.2817,19.75,8392063.0,68199.0,19.681964
2021-04-16,19.45,19.5,18.22,18.39,16425220.0,129880.0,18.521764
2021-04-19,18.275,18.42,17.11,17.4,31121388.0,179718.0,17.551011
2021-04-20,17.23,17.305,15.89,16.44,24694272.0,155118.0,16.530382
2021-04-21,16.24,18.55,15.99,18.31,20893334.0,126623.0,17.740543
2021-04-22,18.85,19.2,18.01,18.685,15084977.0,104472.0,18.724873
2021-04-23,18.73,19.685,18.3,19.54,8889277.0,64496.0,19.243284
2021-04-26,19.58,21.62,19.23,21.6,15516258.0,98011.0,20.904063
2021-04-27,21.46,22.6542,20.48,21.53,11767376.0,90234.0,21.821206
2021-04-28,21.12,22.15,20.9,21.96,5370963.0,42094.0,21.770064
2021-04-29,22.05,22.2,20.355,20.83,9480052.0,65895.0,20.964454
2021-04-30,20.21,21.06,20.03,20.27,5500567.0,44777.0,20.415497
2021-05-03,20.31,20.55,19.23,19.59,7226784.0,56904.0,19.855196
2021-05-04,19.03,19.418,18.015,19.315,8481402.0,72125.0,18.710132
2021-05-05,19.54,20.19,18.71,18.92,6586418.0,55706.0,19.295427
2021-05-06,18.55,18.71,17.495,17.81,10395938.0,78403.0,17.995396
2021-05-07,18.12,19.23,18.07,18.7,7424619.0,57315.0,18.757129
2021-05-10,18.7,18.7,16.5,16.77,13201970.0,99995.0,17.058837
2021-05-11,15.1,17.48,15.1,17.45,14407229.0,103142.0,16.676766
2021-05-12,17.19,17.27,14.91,15.18,27810583.0,172982.0,15.656478
2021-05-13,15.79,15.86,13.44,14.15,21392465.0,136145.0,14.336463
