"complete","volume","time","b_o","b_h","b_l","b_c","m_o","m_h","m_l","m_c","a_o","a_h","a_l","a_c"
TRUE,1,1631732135,1.26386,1.26386,1.26386,1.26386,1.26394,1.26394,1.26394,1.26394,1.26403,1.26403,1.26403,1.26403
TRUE,3,1631732160,1.26388,1.26392,1.26388,1.26392,1.26397,1.26402,1.26397,1.26402,1.26406,1.26411,1.26406,1.26411
TRUE,1,1631732170,1.2639,1.2639,1.2639,1.2639,1.264,1.264,1.264,1.264,1.26409,1.26409,1.26409,1.26409
TRUE,1,1631732175,1.26392,1.26392,1.26392,1.26392,1.26402,1.26402,1.26402,1.26402,1.26411,1.26411,1.26411,1.26411
TRUE,1,1631732185,1.26395,1.26395,1.26395,1.26395,1.26404,1.26404,1.26404,1.26404,1.26413,1.26413,1.26413,1.26413
TRUE,1,1631732200,1.26397,1.26397,1.26397,1.26397,1.26406,1.26406,1.26406,1.26406,1.26416,1.26416,1.26416,1.26416
TRUE,2,1631732215,1.26395,1.26395,1.26392,1.26392,1.26404,1.26404,1.26402,1.26402,1.26413,1.26413,1.26412,1.26412
TRUE,1,1631732235,1.26391,1.26391,1.26391,1.26391,1.264,1.264,1.264,1.264,1.26408,1.26408,1.26408,1.26408
TRUE,4,1631732240,1.26393,1.26393,1.26385,1.26385,1.26402,1.26402,1.26395,1.26395,1.2641,1.2641,1.26405,1.26405
TRUE,1,1631732250,1.26387,1.26387,1.26387,1.26387,1.26397,1.26397,1.26397,1.26397,1.26407,1.26407,1.26407,1.26407
TRUE,2,1631732255,1.26391,1.26392,1.26391,1.26392,1.264,1.26402,1.264,1.26402,1.26408,1.26411,1.26408,1.26411
TRUE,1,1631732260,1.26394,1.26394,1.26394,1.26394,1.26404,1.26404,1.26404,1.26404,1.26414,1.26414,1.26414,1.26414
TRUE,2,1631732265,1.26391,1.26395,1.26391,1.26395,1.26402,1.26404,1.26402,1.26404,1.26412,1.26413,1.26412,1.26413
TRUE,2,1631732270,1.26396,1.26399,1.26396,1.26399,1.26406,1.2641,1.26406,1.2641,1.26417,1.2642,1.26417,1.2642
TRUE,1,1631732275,1.26397,1.26397,1.26397,1.26397,1.26407,1.26407,1.26407,1.26407,1.26417,1.26417,1.26417,1.26417
TRUE,1,1631732285,1.264,1.264,1.264,1.264,1.2641,1.2641,1.2641,1.2641,1.26419,1.26419,1.26419,1.26419
TRUE,3,1631732290,1.26403,1.26403,1.26402,1.26403,1.26412,1.26412,1.2641,1.26412,1.26422,1.26422,1.26419,1.26422
TRUE,1,1631732295,1.26402,1.26402,1.26402,1.26402,1.2641,1.2641,1.2641,1.2641,1.26419,1.26419,1.26419,1.26419
TRUE,2,1631732315,1.26402,1.26402,1.26401,1.26401,1.26412,1.26412,1.2641,1.2641,1.26423,1.26423,1.26419,1.26419
TRUE,1,1631732325,1.26403,1.26403,1.26403,1.26403,1.26412,1.26412,1.26412,1.26412,1.26421,1.26421,1.26421,1.26421
TRUE,1,1631732330,1.264,1.264,1.264,1.264,1.2641,1.2641,1.2641,1.2641,1.2642,1.2642,1.2642,1.2642
TRUE,3,1631732340,1.26398,1.26398,1.26394,1.26394,1.26408,1.26408,1.26403,1.26403,1.26417,1.26417,1.26412,1.26412
TRUE,3,1631732345,1.2639,1.2639,1.26386,1.26386,1.264,1.264,1.26395,1.26395,1.2641,1.2641,1.26404,1.26404
TRUE,3,1631732355,1.26387,1.26393,1.26387,1.26393,1.26398,1.26402,1.26398,1.26402,1.26408,1.26412,1.26408,1.26412
TRUE,1,1631732365,1.26394,1.26394,1.26394,1.26394,1.26405,1.26405,1.26405,1.26405,1.26416,1.26416,1.26416,1.26416
TRUE,3,1631732370,1.26392,1.26393,1.2639,1.26393,1.26402,1.26402,1.264,1.26402,1.26412,1.26412,1.26409,1.26411
TRUE,1,1631732375,1.26395,1.26395,1.26395,1.26395,1.26404,1.26404,1.26404,1.26404,1.26413,1.26413,1.26413,1.26413
TRUE,2,1631732385,1.26397,1.26397,1.26396,1.26396,1.26407,1.26407,1.26404,1.26404,1.26417,1.26417,1.26413,1.26413
TRUE,3,1631732390,1.26398,1.264,1.26398,1.26398,1.26406,1.26408,1.26406,1.26406,1.26415,1.26417,1.26415,1.26415
TRUE,10,1631732395,1.264,1.26408,1.264,1.26408,1.26408,1.26416,1.26408,1.26416,1.26417,1.26424,1.26417,1.26424
TRUE,7,1631732400,1.26406,1.26412,1.26404,1.26404,1.26414,1.2642,1.26414,1.26414,1.26422,1.26429,1.26422,1.26423
TRUE,4,1631732405,1.26403,1.26409,1.26403,1.26409,1.26412,1.26419,1.26412,1.26419,1.2642,1.26429,1.2642,1.26429
TRUE,3,1631732420,1.26407,1.26407,1.26403,1.26403,1.26416,1.26416,1.26412,1.26412,1.26425,1.26425,1.2642,1.2642
TRUE,1,1631732425,1.26405,1.26405,1.26405,1.26405,1.26414,1.26414,1.26414,1.26414,1.26423,1.26423,1.26423,1.26423
TRUE,1,1631732430,1.26406,1.26406,1.26406,1.26406,1.26416,1.26416,1.26416,1.26416,1.26426,1.26426,1.26426,1.26426
TRUE,8,1631732435,1.2641,1.26421,1.2641,1.26421,1.26418,1.2643,1.26418,1.2643,1.26427,1.26439,1.26427,1.26439
TRUE,3,1631732440,1.26424,1.26427,1.26424,1.26427,1.26432,1.26437,1.26432,1.26437,1.26441,1.26447,1.26441,1.26447
TRUE,1,1631732445,1.26426,1.26426,1.26426,1.26426,1.26435,1.26435,1.26435,1.26435,1.26444,1.26444,1.26444,1.26444
TRUE,2,1631732480,1.26423,1.26425,1.26423,1.26425,1.26432,1.26434,1.26432,1.26434,1.26441,1.26444,1.26441,1.26444
TRUE,3,1631732485,1.26428,1.26428,1.26425,1.26427,1.26436,1.26438,1.26434,1.26438,1.26445,1.26448,1.26444,1.26448
TRUE,1,1631732495,1.26425,1.26425,1.26425,1.26425,1.26434,1.26434,1.26434,1.26434,1.26444,1.26444,1.26444,1.26444
TRUE,6,1631732500,1.26428,1.26428,1.26419,1.26419,1.26436,1.26436,1.26428,1.26428,1.26445,1.26445,1.26437,1.26437
TRUE,2,1631732505,1.26416,1.26418,1.26416,1.26418,1.26426,1.26428,1.26426,1.26428,1.26435,1.26437,1.26435,1.26437
TRUE,2,1631732520,1.26421,1.26423,1.26421,1.26423,1.2643,1.26433,1.2643,1.26433,1.26439,1.26443,1.26439,1.26443
TRUE,5,1631732525,1.2642,1.2642,1.26414,1.26414,1.2643,1.2643,1.26425,1.26425,1.26441,1.26441,1.26436,1.26436
TRUE,3,1631732540,1.26414,1.26414,1.26408,1.26408,1.26422,1.26422,1.26418,1.26418,1.26431,1.26431,1.26427,1.26427
TRUE,1,1631732545,1.26405,1.26405,1.26405,1.26405,1.26415,1.26415,1.26415,1.26415,1.26425,1.26425,1.26425,1.26425
TRUE,6,1631732555,1.26408,1.26408,1.26401,1.26404,1.26418,1.26418,1.26412,1.26414,1.26427,1.26427,1.26422,1.26424
TRUE,1,1631732560,1.26407,1.26407,1.26407,1.26407,1.26416,1.26416,1.26416,1.26416,1.26426,1.26426,1.26426,1.26426
TRUE,3,1631732570,1.2641,1.26415,1.2641,1.26415,1.26419,1.26424,1.26419,1.26424,1.26428,1.26434,1.26428,1.26434
TRUE,3,1631732580,1.26412,1.26412,1.26407,1.26407,1.26422,1.26422,1.26417,1.26417,1.26432,1.26432,1.26427,1.26427
TRUE,1,1631732585,1.2641,1.2641,1.2641,1.2641,1.26419,1.26419,1.26419,1.26419,1.26428,1.26428,1.26428,1.26428
TRUE,3,1631732620,1.26407,1.26407,1.26402,1.26402,1.26417,1.26417,1.26412,1.26412,1.26427,1.26427,1.26423,1.26423
TRUE,1,1631732625,1.26405,1.26405,1.26405,1.26405,1.26414,1.26414,1.26414,1.26414,1.26424,1.26424,1.26424,1.26424
TRUE,1,1631732630,1.26403,1.26403,1.26403,1.26403,1.26412,1.26412,1.26412,1.26412,1.26422,1.26422,1.26422,1.26422
TRUE,2,1631732635,1.26406,1.26408,1.26406,1.26408,1.26415,1.26417,1.26415,1.26417,1.26424,1.26426,1.26424,1.26426
TRUE,2,1631732640,1.26405,1.26405,1.26403,1.26403,1.26414,1.26414,1.26412,1.26412,1.26424,1.26424,1.26422,1.26422
TRUE,3,1631732650,1.26405,1.26408,1.26405,1.26405,1.26414,1.26416,1.26414,1.26414,1.26424,1.26425,1.26424,1.26424
TRUE,1,1631732655,1.26408,1.26408,1.26408,1.26408,1.26416,1.26416,1.26416,1.26416,1.26425,1.26425,1.26425,1.26425
TRUE,1,1631732670,1.26409,1.26409,1.26409,1.26409,1.26419,1.26419,1.26419,1.26419,1.26429,1.26429,1.26429,1.26429
TRUE,3,1631732675,1.26412,1.26417,1.26412,1.26417,1.26422,1.26426,1.26422,1.26426,1.26432,1.26435,1.26432,1.26435
TRUE,1,1631732680,1.26415,1.26415,1.26415,1.26415,1.26424,1.26424,1.26424,1.26424,1.26433,1.26433,1.26433,1.26433
TRUE,1,1631732685,1.26418,1.26418,1.26418,1.26418,1.26427,1.26427,1.26427,1.26427,1.26436,1.26436,1.26436,1.26436
TRUE,4,1631732695,1.26415,1.26415,1.2641,1.2641,1.26424,1.26424,1.2642,1.2642,1.26434,1.26434,1.26431,1.26431
TRUE,2,1631732710,1.26409,1.26411,1.26409,1.26411,1.26418,1.2642,1.26418,1.2642,1.26427,1.2643,1.26427,1.2643
TRUE,1,1631732715,1.26413,1.26413,1.26413,1.26413,1.26422,1.26422,1.26422,1.26422,1.26432,1.26432,1.26432,1.26432
TRUE,5,1631732720,1.26416,1.26426,1.26416,1.26426,1.26425,1.26434,1.26425,1.26434,1.26434,1.26443,1.26434,1.26443
TRUE,1,1631732730,1.26423,1.26423,1.26423,1.26423,1.26432,1.26432,1.26432,1.26432,1.26442,1.26442,1.26442,1.26442
TRUE,1,1631732735,1.26425,1.26425,1.26425,1.26425,1.26434,1.26434,1.26434,1.26434,1.26444,1.26444,1.26444,1.26444
TRUE,3,1631732750,1.26428,1.26428,1.26425,1.26428,1.26436,1.26436,1.26434,1.26436,1.26445,1.26445,1.26444,1.26445
TRUE,2,1631732755,1.26425,1.26429,1.26425,1.26429,1.26434,1.26436,1.26434,1.26436,1.26443,1.26444,1.26443,1.26444
TRUE,1,1631732760,1.26425,1.26425,1.26425,1.26425,1.26434,1.26434,1.26434,1.26434,1.26443,1.26443,1.26443,1.26443
TRUE,3,1631732765,1.26427,1.26431,1.26427,1.26431,1.26437,1.26442,1.26437,1.26442,1.26447,1.26452,1.26447,1.26452
TRUE,6,1631732775,1.2643,1.2643,1.26417,1.26417,1.26439,1.26439,1.26427,1.26427,1.26448,1.26448,1.26437,1.26437
TRUE,1,1631732780,1.26415,1.26415,1.26415,1.26415,1.26424,1.26424,1.26424,1.26424,1.26433,1.26433,1.26433,1.26433
TRUE,1,1631732785,1.26418,1.26418,1.26418,1.26418,1.26426,1.26426,1.26426,1.26426,1.26435,1.26435,1.26435,1.26435
TRUE,1,1631732790,1.26415,1.26415,1.26415,1.26415,1.26424,1.26424,1.26424,1.26424,1.26433,1.26433,1.26433,1.26433
TRUE,2,1631732795,1.26418,1.26418,1.26414,1.26414,1.26426,1.26426,1.26424,1.26424,1.26435,1.26435,1.26433,1.26433
TRUE,1,1631732800,1.26417,1.26417,1.26417,1.26417,1.26426,1.26426,1.26426,1.26426,1.26435,1.26435,1.26435,1.26435
TRUE,2,1631732810,1.26414,1.26417,1.26414,1.26417,1.26424,1.26426,1.26424,1.26426,1.26434,1.26435,1.26434,1.26435
TRUE,2,1631732815,1.26415,1.26417,1.26415,1.26417,1.26424,1.26426,1.26424,1.26426,1.26433,1.26435,1.26433,1.26435
TRUE,2,1631732820,1.2642,1.26422,1.2642,1.26422,1.26429,1.26431,1.26429,1.26431,1.26438,1.2644,1.26438,1.2644
TRUE,3,1631732830,1.26424,1.26425,1.26422,1.26422,1.26434,1.26436,1.26432,1.26432,1.26443,1.26446,1.26443,1.26443
TRUE,1,1631732850,1.26426,1.26426,1.26426,1.26426,1.26435,1.26435,1.26435,1.26435,1.26444,1.26444,1.26444,1.26444
TRUE,1,1631732860,1.26428,1.26428,1.26428,1.26428,1.26437,1.26437,1.26437,1.26437,1.26446,1.26446,1.26446,1.26446
TRUE,1,1631732865,1.26431,1.26431,1.26431,1.26431,1.2644,1.2644,1.2644,1.2644,1.26448,1.26448,1.26448,1.26448
TRUE,1,1631732875,1.26426,1.26426,1.26426,1.26426,1.26436,1.26436,1.26436,1.26436,1.26446,1.26446,1.26446,1.26446
TRUE,1,1631732880,1.26424,1.26424,1.26424,1.26424,1.26433,1.26433,1.26433,1.26433,1.26442,1.26442,1.26442,1.26442
TRUE,1,1631732890,1.26426,1.26426,1.26426,1.26426,1.26436,1.26436,1.26436,1.26436,1.26445,1.26445,1.26445,1.26445
TRUE,4,1631732910,1.26424,1.26427,1.26421,1.26427,1.26433,1.26436,1.2643,1.26436,1.26442,1.26444,1.26439,1.26444
TRUE,1,1631732925,1.26428,1.26428,1.26428,1.26428,1.26438,1.26438,1.26438,1.26438,1.26448,1.26448,1.26448,1.26448
TRUE,1,1631732935,1.26432,1.26432,1.26432,1.26432,1.2644,1.2644,1.2644,1.2644,1.26448,1.26448,1.26448,1.26448
TRUE,4,1631732940,1.26428,1.26428,1.26421,1.26421,1.26438,1.26438,1.2643,1.2643,1.26448,1.26448,1.26439,1.26439
TRUE,2,1631732945,1.26419,1.26419,1.26417,1.26417,1.26428,1.26428,1.26426,1.26426,1.26436,1.26436,1.26434,1.26434
TRUE,1,1631732950,1.26419,1.26419,1.26419,1.26419,1.26428,1.26428,1.26428,1.26428,1.26436,1.26436,1.26436,1.26436
TRUE,1,1631732960,1.26416,1.26416,1.26416,1.26416,1.26426,1.26426,1.26426,1.26426,1.26435,1.26435,1.26435,1.26435
TRUE,1,1631732970,1.26414,1.26414,1.26414,1.26414,1.26423,1.26423,1.26423,1.26423,1.26432,1.26432,1.26432,1.26432
TRUE,1,1631732975,1.26416,1.26416,1.26416,1.26416,1.26425,1.26425,1.26425,1.26425,1.26434,1.26434,1.26434,1.26434
TRUE,1,1631732985,1.26418,1.26418,1.26418,1.26418,1.26428,1.26428,1.26428,1.26428,1.26437,1.26437,1.26437,1.26437
TRUE,1,1631733000,1.26417,1.26417,1.26417,1.26417,1.26425,1.26425,1.26425,1.26425,1.26433,1.26433,1.26433,1.26433
TRUE,1,1631733005,1.26415,1.26415,1.26415,1.26415,1.26423,1.26423,1.26423,1.26423,1.26431,1.26431,1.26431,1.26431
TRUE,1,1631733010,1.26412,1.26412,1.26412,1.26412,1.26421,1.26421,1.26421,1.26421,1.2643,1.2643,1.2643,1.2643
TRUE,2,1631733030,1.26409,1.26409,1.26405,1.26405,1.26418,1.26418,1.26416,1.26416,1.26428,1.26428,1.26427,1.26427
TRUE,3,1631733040,1.26408,1.26408,1.26405,1.26408,1.26419,1.26419,1.26416,1.26418,1.2643,1.2643,1.26427,1.26429
TRUE,2,1631733045,1.26406,1.26408,1.26406,1.26408,1.26416,1.26418,1.26416,1.26418,1.26425,1.26428,1.26425,1.26428
TRUE,3,1631733060,1.26406,1.26408,1.26405,1.26408,1.26416,1.26417,1.26414,1.26417,1.26425,1.26426,1.26422,1.26426
TRUE,5,1631733065,1.26403,1.26405,1.264,1.264,1.26415,1.26417,1.2641,1.2641,1.26427,1.26429,1.2642,1.2642
TRUE,1,1631733070,1.26403,1.26403,1.26403,1.26403,1.26412,1.26412,1.26412,1.26412,1.26422,1.26422,1.26422,1.26422
TRUE,3,1631733080,1.26401,1.26403,1.264,1.264,1.2641,1.26412,1.2641,1.2641,1.26419,1.26421,1.26419,1.2642
TRUE,1,1631733085,1.26403,1.26403,1.26403,1.26403,1.26412,1.26412,1.26412,1.26412,1.26421,1.26421,1.26421,1.26421
TRUE,1,1631733090,1.26401,1.26401,1.26401,1.26401,1.2641,1.2641,1.2641,1.2641,1.26418,1.26418,1.26418,1.26418
TRUE,2,1631733095,1.26397,1.264,1.26397,1.264,1.26407,1.2641,1.26407,1.2641,1.26417,1.2642,1.26417,1.2642
TRUE,2,1631733100,1.26399,1.264,1.26399,1.264,1.26408,1.2641,1.26408,1.2641,1.26417,1.2642,1.26417,1.2642
TRUE,2,1631733105,1.26399,1.26401,1.26399,1.26401,1.26408,1.2641,1.26408,1.2641,1.26417,1.26419,1.26417,1.26419
TRUE,1,1631733110,1.26399,1.26399,1.26399,1.26399,1.26408,1.26408,1.26408,1.26408,1.26417,1.26417,1.26417,1.26417
TRUE,1,1631733115,1.26401,1.26401,1.26401,1.26401,1.2641,1.2641,1.2641,1.2641,1.2642,1.2642,1.2642,1.2642
TRUE,2,1631733120,1.26399,1.26401,1.26399,1.26401,1.26408,1.2641,1.26408,1.2641,1.26417,1.26419,1.26417,1.26419
TRUE,2,1631733155,1.26397,1.26401,1.26397,1.26401,1.26408,1.2641,1.26408,1.2641,1.26418,1.26419,1.26418,1.26419
TRUE,1,1631733170,1.26398,1.26398,1.26398,1.26398,1.26408,1.26408,1.26408,1.26408,1.26417,1.26417,1.26417,1.26417
TRUE,1,1631733175,1.26401,1.26401,1.26401,1.26401,1.2641,1.2641,1.2641,1.2641,1.26419,1.26419,1.26419,1.26419
TRUE,4,1631733180,1.26398,1.26404,1.26398,1.26401,1.26408,1.26413,1.26408,1.2641,1.26417,1.26422,1.26417,1.26419
TRUE,2,1631733230,1.26403,1.26403,1.26401,1.26401,1.26412,1.26412,1.2641,1.2641,1.26421,1.26421,1.26419,1.26419
TRUE,2,1631733235,1.26403,1.26403,1.26401,1.26401,1.26412,1.26412,1.2641,1.2641,1.26421,1.26421,1.26419,1.26419
TRUE,6,1631733240,1.26399,1.26399,1.26386,1.26386,1.26408,1.26408,1.26395,1.26395,1.26417,1.26417,1.26404,1.26404
TRUE,1,1631733250,1.26387,1.26387,1.26387,1.26387,1.26397,1.26397,1.26397,1.26397,1.26407,1.26407,1.26407,1.26407
TRUE,2,1631733260,1.2639,1.2639,1.26388,1.26388,1.264,1.264,1.26397,1.26397,1.26409,1.26409,1.26406,1.26406
TRUE,2,1631733280,1.26386,1.26386,1.26383,1.26383,1.26395,1.26395,1.26392,1.26392,1.26404,1.26404,1.26401,1.26401
TRUE,6,1631733285,1.26381,1.26383,1.26379,1.26379,1.2639,1.26392,1.26388,1.26388,1.26399,1.26401,1.26397,1.26397
TRUE,5,1631733290,1.26375,1.26377,1.2637,1.2637,1.26385,1.26387,1.2638,1.2638,1.26395,1.26397,1.26389,1.26389
TRUE,1,1631733295,1.26371,1.26371,1.26371,1.26371,1.26382,1.26382,1.26382,1.26382,1.26392,1.26392,1.26392,1.26392
TRUE,7,1631733300,1.26375,1.26378,1.26374,1.26374,1.26384,1.26387,1.26384,1.26384,1.26394,1.26397,1.26393,1.26395
TRUE,3,1631733305,1.26376,1.26378,1.26374,1.26378,1.26386,1.26386,1.26384,1.26386,1.26397,1.26397,1.26395,1.26395
TRUE,1,1631733310,1.26375,1.26375,1.26375,1.26375,1.26384,1.26384,1.26384,1.26384,1.26394,1.26394,1.26394,1.26394
TRUE,1,1631733320,1.26377,1.26377,1.26377,1.26377,1.26387,1.26387,1.26387,1.26387,1.26397,1.26397,1.26397,1.26397
TRUE,3,1631733325,1.26376,1.26376,1.26371,1.26374,1.26384,1.26384,1.26382,1.26384,1.26393,1.26395,1.26392,1.26395
TRUE,2,1631733330,1.26372,1.26375,1.26372,1.26375,1.26382,1.26384,1.26382,1.26384,1.26392,1.26393,1.26392,1.26393
TRUE,1,1631733335,1.26378,1.26378,1.26378,1.26378,1.26386,1.26386,1.26386,1.26386,1.26395,1.26395,1.26395,1.26395
TRUE,1,1631733345,1.26376,1.26376,1.26376,1.26376,1.26384,1.26384,1.26384,1.26384,1.26393,1.26393,1.26393,1.26393
TRUE,2,1631733350,1.26378,1.26378,1.26374,1.26374,1.26386,1.26386,1.26384,1.26384,1.26395,1.26395,1.26395,1.26395
TRUE,1,1631733355,1.26378,1.26378,1.26378,1.26378,1.26386,1.26386,1.26386,1.26386,1.26395,1.26395,1.26395,1.26395
TRUE,7,1631733360,1.26377,1.26379,1.26374,1.26374,1.26384,1.26386,1.26384,1.26384,1.26392,1.26397,1.26392,1.26394
TRUE,2,1631733365,1.26376,1.26376,1.26374,1.26374,1.26386,1.26386,1.26384,1.26384,1.26397,1.26397,1.26395,1.26395
TRUE,2,1631733370,1.26376,1.26376,1.26376,1.26376,1.26386,1.26386,1.26384,1.26384,1.26397,1.26397,1.26393,1.26393
TRUE,2,1631733375,1.26377,1.26377,1.26374,1.26374,1.26386,1.26386,1.26384,1.26384,1.26396,1.26396,1.26395,1.26395
TRUE,3,1631733385,1.26371,1.26371,1.26368,1.26368,1.26381,1.26381,1.26376,1.26376,1.26391,1.26391,1.26385,1.26385
TRUE,5,1631733390,1.26363,1.26363,1.26359,1.26361,1.26374,1.26374,1.26368,1.2637,1.26384,1.26384,1.26378,1.26378
TRUE,2,1631733395,1.26356,1.26356,1.26355,1.26355,1.26366,1.26366,1.26364,1.26364,1.26377,1.26377,1.26374,1.26374
TRUE,1,1631733405,1.26351,1.26351,1.26351,1.26351,1.26362,1.26362,1.26362,1.26362,1.26373,1.26373,1.26373,1.26373
TRUE,3,1631733410,1.26347,1.26354,1.26347,1.26354,1.26358,1.26363,1.26358,1.26363,1.26369,1.26372,1.26369,1.26372
TRUE,1,1631733420,1.26356,1.26356,1.26356,1.26356,1.26366,1.26366,1.26366,1.26366,1.26376,1.26376,1.26376,1.26376
TRUE,4,1631733425,1.26354,1.26359,1.26354,1.26356,1.26364,1.26369,1.26364,1.26366,1.26373,1.26379,1.26373,1.26375
TRUE,1,1631733430,1.26353,1.26353,1.26353,1.26353,1.26363,1.26363,1.26363,1.26363,1.26373,1.26373,1.26373,1.26373
TRUE,3,1631733435,1.26356,1.26362,1.26356,1.26362,1.26366,1.26371,1.26366,1.26371,1.26376,1.2638,1.26376,1.2638
TRUE,1,1631733440,1.26358,1.26358,1.26358,1.26358,1.26368,1.26368,1.26368,1.26368,1.26379,1.26379,1.26379,1.26379
TRUE,2,1631733445,1.26355,1.26355,1.2635,1.2635,1.26364,1.26364,1.26362,1.26362,1.26374,1.26374,1.26373,1.26373
TRUE,3,1631733455,1.26349,1.26349,1.26346,1.26348,1.26359,1.26359,1.26356,1.26358,1.26369,1.26369,1.26365,1.26368
TRUE,5,1631733460,1.26345,1.26348,1.26345,1.26345,1.26356,1.26358,1.26355,1.26355,1.26366,1.26368,1.26365,1.26365
TRUE,2,1631733580,1.26343,1.26343,1.26341,1.26341,1.26352,1.26352,1.2635,1.2635,1.26362,1.26362,1.2636,1.2636
TRUE,1,1631733585,1.26344,1.26344,1.26344,1.26344,1.26352,1.26352,1.26352,1.26352,1.26361,1.26361,1.26361,1.26361
TRUE,5,1631733595,1.26341,1.26341,1.26332,1.26332,1.2635,1.2635,1.26342,1.26342,1.26359,1.26359,1.26351,1.26351
TRUE,4,1631733600,1.26334,1.26338,1.26334,1.26338,1.26344,1.26346,1.26344,1.26346,1.26354,1.26357,1.26353,1.26355
TRUE,2,1631733605,1.26334,1.26335,1.26334,1.26335,1.26344,1.26346,1.26344,1.26346,1.26353,1.26356,1.26353,1.26356
TRUE,1,1631733610,1.26339,1.26339,1.26339,1.26339,1.26348,1.26348,1.26348,1.26348,1.26356,1.26356,1.26356,1.26356
TRUE,2,1631733625,1.26335,1.26335,1.26332,1.26332,1.26345,1.26345,1.26342,1.26342,1.26355,1.26355,1.26353,1.26353
TRUE,2,1631733630,1.26329,1.26329,1.26328,1.26328,1.2634,1.2634,1.26338,1.26338,1.26351,1.26351,1.26347,1.26347
TRUE,1,1631733645,1.26331,1.26331,1.26331,1.26331,1.2634,1.2634,1.2634,1.2634,1.26348,1.26348,1.26348,1.26348
TRUE,1,1631733655,1.26333,1.26333,1.26333,1.26333,1.26342,1.26342,1.26342,1.26342,1.2635,1.2635,1.2635,1.2635
TRUE,1,1631733665,1.26334,1.26334,1.26334,1.26334,1.26344,1.26344,1.26344,1.26344,1.26355,1.26355,1.26355,1.26355
TRUE,1,1631733675,1.26337,1.26337,1.26337,1.26337,1.26347,1.26347,1.26347,1.26347,1.26357,1.26357,1.26357,1.26357
TRUE,2,1631733680,1.2634,1.26342,1.2634,1.26342,1.2635,1.26353,1.2635,1.26353,1.26359,1.26364,1.26359,1.26364
TRUE,4,1631733695,1.26339,1.26339,1.26334,1.26339,1.2635,1.2635,1.26346,1.26349,1.26362,1.26362,1.26358,1.26359
TRUE,3,1631733700,1.26342,1.26342,1.26337,1.26342,1.26352,1.26352,1.2635,1.26352,1.26362,1.26362,1.26362,1.26362
TRUE,2,1631733705,1.26339,1.26341,1.26339,1.26341,1.26349,1.26352,1.26349,1.26352,1.26359,1.26362,1.26359,1.26362
TRUE,1,1631733710,1.26338,1.26338,1.26338,1.26338,1.2635,1.2635,1.2635,1.2635,1.26361,1.26361,1.26361,1.26361
TRUE,1,1631733715,1.26341,1.26341,1.26341,1.26341,1.26352,1.26352,1.26352,1.26352,1.26363,1.26363,1.26363,1.26363
TRUE,3,1631733720,1.26345,1.26345,1.26342,1.26344,1.26354,1.26354,1.26352,1.26354,1.26364,1.26365,1.26362,1.26365
TRUE,1,1631733725,1.26346,1.26346,1.26346,1.26346,1.26356,1.26356,1.26356,1.26356,1.26367,1.26367,1.26367,1.26367
TRUE,2,1631733730,1.2635,1.26352,1.2635,1.26352,1.26359,1.26362,1.26359,1.26362,1.26368,1.26371,1.26368,1.26371
TRUE,1,1631733735,1.26354,1.26354,1.26354,1.26354,1.26364,1.26364,1.26364,1.26364,1.26374,1.26374,1.26374,1.26374
TRUE,2,1631733745,1.2635,1.26354,1.2635,1.26354,1.26362,1.26364,1.26362,1.26364,1.26373,1.26374,1.26373,1.26374
TRUE,3,1631733755,1.26352,1.26352,1.26349,1.26352,1.26362,1.26362,1.2636,1.26362,1.26372,1.26373,1.2637,1.26373
TRUE,4,1631733760,1.26349,1.26352,1.26349,1.26352,1.2636,1.26363,1.2636,1.26363,1.26371,1.26374,1.26371,1.26374
TRUE,2,1631733765,1.26349,1.26352,1.26349,1.26352,1.2636,1.26362,1.2636,1.26362,1.26371,1.26373,1.26371,1.26373
TRUE,2,1631733770,1.26351,1.26351,1.26348,1.26348,1.2636,1.2636,1.26357,1.26357,1.26369,1.26369,1.26366,1.26366
TRUE,4,1631733775,1.26345,1.26348,1.26345,1.26347,1.26354,1.26358,1.26354,1.26357,1.26364,1.26367,1.26364,1.26367
TRUE,2,1631733780,1.26347,1.26351,1.26347,1.26351,1.26359,1.26362,1.26359,1.26362,1.26371,1.26372,1.26371,1.26372
TRUE,1,1631733785,1.26354,1.26354,1.26354,1.26354,1.26364,1.26364,1.26364,1.26364,1.26373,1.26373,1.26373,1.26373
TRUE,2,1631733790,1.26357,1.2636,1.26357,1.2636,1.26366,1.2637,1.26366,1.2637,1.26376,1.26379,1.26376,1.26379
TRUE,2,1631733795,1.26357,1.26357,1.26354,1.26354,1.26367,1.26367,1.26364,1.26364,1.26377,1.26377,1.26375,1.26375
TRUE,4,1631733805,1.26352,1.26356,1.26352,1.26353,1.26362,1.26366,1.26362,1.26364,1.26372,1.26377,1.26372,1.26375
TRUE,5,1631733810,1.26357,1.26358,1.26355,1.26357,1.26366,1.26368,1.26364,1.26368,1.26376,1.26378,1.26373,1.26378
TRUE,4,1631733820,1.26354,1.26354,1.26351,1.26352,1.26364,1.26364,1.26362,1.26362,1.26374,1.26374,1.26372,1.26372
TRUE,6,1631733825,1.26354,1.26354,1.26352,1.26352,1.26364,1.26364,1.26362,1.26362,1.26374,1.26374,1.26372,1.26372
TRUE,2,1631733840,1.2635,1.2635,1.26347,1.26347,1.2636,1.2636,1.26358,1.26358,1.26369,1.26369,1.26368,1.26368
