"complete","volume","time","b_o","b_h","b_l","b_c","m_o","m_h","m_l","m_c","a_o","a_h","a_l","a_c"
TRUE,29,1696598605,149.239,149.248,149.239,149.245,149.248,149.256,149.248,149.253,149.256,149.264,149.256,149.261
TRUE,23,1696598610,149.242,149.255,149.24,149.255,149.25,149.263,149.248,149.263,149.258,149.271,149.256,149.271
TRUE,18,1696598615,149.256,149.268,149.249,149.268,149.262,149.276,149.256,149.276,149.269,149.284,149.264,149.284
TRUE,21,1696598620,149.27,149.271,149.264,149.271,149.278,149.278,149.272,149.278,149.285,149.285,149.278,149.284
TRUE,20,1696598625,149.271,149.28,149.268,149.275,149.278,149.286,149.276,149.282,149.285,149.293,149.283,149.288
TRUE,23,1696598630,149.274,149.28,149.265,149.28,149.282,149.287,149.273,149.287,149.289,149.294,149.281,149.294
TRUE,17,1696598635,149.282,149.282,149.278,149.279,149.288,149.288,149.286,149.286,149.295,149.295,149.293,149.294
TRUE,20,1696598640,149.278,149.28,149.269,149.279,149.286,149.288,149.277,149.287,149.294,149.296,149.285,149.295
TRUE,12,1696598645,149.281,149.292,149.281,149.289,149.289,149.298,149.289,149.297,149.297,149.305,149.297,149.305
TRUE,18,1696598650,149.289,149.29,149.276,149.279,149.296,149.298,149.284,149.287,149.304,149.305,149.292,149.295
TRUE,9,1696598655,149.279,149.279,149.26,149.268,149.286,149.286,149.268,149.276,149.293,149.294,149.276,149.284
TRUE,14,1696598660,149.272,149.276,149.26,149.269,149.28,149.284,149.268,149.276,149.287,149.292,149.276,149.283
TRUE,11,1696598665,149.269,149.27,149.266,149.267,149.276,149.278,149.274,149.275,149.284,149.286,149.281,149.283
TRUE,18,1696598670,149.269,149.269,149.255,149.258,149.276,149.278,149.262,149.266,149.284,149.286,149.268,149.273
TRUE,10,1696598675,149.257,149.263,149.256,149.26,149.265,149.27,149.264,149.268,149.273,149.277,149.273,149.276
TRUE,12,1696598680,149.26,149.267,149.253,149.256,149.268,149.274,149.261,149.264,149.275,149.282,149.269,149.272
TRUE,13,1696598685,149.256,149.258,149.248,149.251,149.264,149.266,149.256,149.259,149.273,149.274,149.264,149.267
TRUE,12,1696598690,149.247,149.247,149.236,149.245,149.255,149.255,149.244,149.253,149.263,149.263,149.252,149.261
TRUE,16,1696598695,149.247,149.252,149.241,149.246,149.255,149.26,149.249,149.254,149.263,149.268,149.257,149.262
TRUE,25,1696598700,149.241,149.251,149.24,149.251,149.249,149.258,149.248,149.258,149.257,149.264,149.256,149.264
TRUE,15,1696598705,149.255,149.255,149.246,149.247,149.262,149.262,149.252,149.255,149.269,149.269,149.259,149.263
TRUE,9,1696598710,149.245,149.257,149.245,149.257,149.252,149.265,149.252,149.265,149.259,149.273,149.259,149.273
TRUE,23,1696598715,149.253,149.257,149.248,149.257,149.261,149.264,149.256,149.264,149.269,149.272,149.263,149.272
TRUE,18,1696598720,149.256,149.256,149.246,149.246,149.264,149.264,149.254,149.254,149.272,149.273,149.262,149.262
TRUE,7,1696598725,149.246,149.246,149.245,149.246,149.254,149.254,149.252,149.254,149.261,149.263,149.258,149.263
TRUE,4,1696598730,149.245,149.245,149.236,149.236,149.253,149.253,149.244,149.244,149.261,149.261,149.252,149.252
TRUE,5,1696598735,149.236,149.236,149.236,149.236,149.244,149.244,149.244,149.244,149.251,149.252,149.251,149.251
TRUE,21,1696598740,149.236,149.244,149.236,149.237,149.244,149.251,149.242,149.244,149.252,149.258,149.249,149.252
TRUE,25,1696598745,149.236,149.247,149.236,149.237,149.244,149.254,149.244,149.244,149.252,149.262,149.251,149.251
TRUE,15,1696598750,149.237,149.24,149.236,149.24,149.244,149.248,149.244,149.248,149.252,149.256,149.251,149.256
TRUE,25,1696598755,149.237,149.249,149.231,149.243,149.244,149.256,149.238,149.25,149.251,149.264,149.244,149.257
TRUE,21,1696598760,149.242,149.249,149.237,149.237,149.25,149.256,149.244,149.246,149.258,149.264,149.252,149.254
TRUE,13,1696598765,149.236,149.249,149.236,149.238,149.244,149.257,149.244,149.246,149.252,149.265,149.252,149.253
TRUE,19,1696598770,149.237,149.238,149.234,149.237,149.244,149.246,149.242,149.245,149.251,149.254,149.25,149.253
TRUE,20,1696598775,149.237,149.248,149.235,149.248,149.246,149.256,149.243,149.256,149.254,149.264,149.251,149.264
TRUE,22,1696598780,149.245,149.247,149.24,149.247,149.253,149.256,149.246,149.256,149.261,149.264,149.253,149.264
TRUE,9,1696598785,149.249,149.258,149.247,149.258,149.257,149.266,149.255,149.266,149.265,149.274,149.263,149.274
TRUE,15,1696598790,149.259,149.268,149.254,149.258,149.268,149.276,149.262,149.266,149.276,149.283,149.27,149.274
TRUE,24,1696598795,149.259,149.272,149.259,149.268,149.268,149.279,149.268,149.276,149.276,149.287,149.276,149.285
TRUE,12,1696598800,149.269,149.28,149.269,149.28,149.277,149.288,149.277,149.288,149.285,149.296,149.285,149.296
TRUE,29,1696598805,149.282,149.304,149.281,149.304,149.289,149.311,149.289,149.311,149.296,149.318,149.296,149.318
TRUE,18,1696598810,149.304,149.316,149.303,149.316,149.312,149.324,149.311,149.324,149.32,149.331,149.319,149.331
TRUE,25,1696598815,149.317,149.333,149.316,149.333,149.324,149.34,149.324,149.34,149.331,149.347,149.331,149.347
TRUE,23,1696598820,149.329,149.329,149.315,149.32,149.336,149.337,149.324,149.328,149.344,149.345,149.332,149.336
TRUE,11,1696598825,149.323,149.326,149.321,149.321,149.331,149.334,149.329,149.329,149.339,149.342,149.337,149.337
TRUE,14,1696598830,149.324,149.335,149.322,149.334,149.332,149.342,149.33,149.34,149.34,149.348,149.338,149.347
TRUE,24,1696598835,149.332,149.345,149.328,149.345,149.339,149.352,149.336,149.352,149.346,149.36,149.343,149.36
TRUE,26,1696598840,149.344,149.353,149.334,149.353,149.351,149.361,149.342,149.361,149.358,149.369,149.348,149.369
TRUE,36,1696598845,149.351,149.355,149.344,149.348,149.359,149.362,149.352,149.356,149.367,149.37,149.36,149.364
TRUE,20,1696598850,149.349,149.356,149.345,149.348,149.356,149.363,149.353,149.354,149.363,149.37,149.361,149.361
TRUE,22,1696598855,149.346,149.356,149.346,149.352,149.352,149.362,149.352,149.36,149.359,149.369,149.359,149.367
TRUE,13,1696598860,149.355,149.358,149.351,149.355,149.362,149.366,149.359,149.363,149.37,149.373,149.367,149.371
TRUE,21,1696598865,149.353,149.358,149.352,149.353,149.362,149.364,149.36,149.361,149.37,149.372,149.367,149.369
TRUE,20,1696598870,149.351,149.357,149.349,149.356,149.359,149.364,149.356,149.362,149.367,149.37,149.362,149.369
TRUE,21,1696598875,149.355,149.356,149.351,149.353,149.362,149.363,149.359,149.36,149.368,149.37,149.367,149.368
TRUE,26,1696598880,149.353,149.365,149.353,149.356,149.361,149.372,149.36,149.364,149.369,149.379,149.367,149.373
TRUE,30,1696598885,149.358,149.361,149.354,149.356,149.365,149.368,149.362,149.364,149.372,149.376,149.369,149.372
TRUE,20,1696598890,149.355,149.358,149.353,149.357,149.362,149.365,149.362,149.365,149.37,149.373,149.369,149.373
TRUE,28,1696598895,149.355,149.369,149.355,149.363,149.363,149.376,149.363,149.371,149.371,149.382,149.371,149.379
TRUE,17,1696598900,149.36,149.36,149.351,149.353,149.368,149.368,149.358,149.36,149.375,149.375,149.365,149.366
TRUE,24,1696598905,149.349,149.353,149.343,149.345,149.356,149.36,149.35,149.352,149.362,149.366,149.356,149.358
TRUE,13,1696598910,149.343,149.347,149.34,149.34,149.35,149.354,149.347,149.348,149.356,149.36,149.354,149.355
TRUE,28,1696598915,149.338,149.342,149.323,149.323,149.345,149.348,149.33,149.33,149.352,149.355,149.336,149.336
TRUE,23,1696598920,149.321,149.332,149.321,149.331,149.328,149.339,149.328,149.338,149.335,149.347,149.335,149.344
TRUE,26,1696598925,149.332,149.337,149.331,149.331,149.339,149.344,149.338,149.338,149.346,149.351,149.345,149.346
TRUE,14,1696598930,149.331,149.333,149.328,149.333,149.338,149.34,149.336,149.34,149.345,149.348,149.344,149.348
TRUE,14,1696598935,149.333,149.333,149.329,149.332,149.34,149.341,149.337,149.34,149.347,149.349,149.345,149.349
TRUE,18,1696598940,149.331,149.332,149.329,149.331,149.338,149.34,149.338,149.339,149.346,149.349,149.346,149.347
TRUE,15,1696598945,149.337,149.341,149.333,149.334,149.344,149.348,149.341,149.342,149.35,149.356,149.349,149.35
TRUE,17,1696598950,149.333,149.352,149.333,149.351,149.342,149.36,149.342,149.359,149.35,149.368,149.35,149.367
TRUE,32,1696598955,149.35,149.354,149.344,149.352,149.358,149.362,149.352,149.359,149.365,149.37,149.36,149.366
TRUE,19,1696598960,149.356,149.365,149.356,149.364,149.363,149.372,149.363,149.372,149.37,149.38,149.37,149.379
TRUE,22,1696598965,149.364,149.366,149.362,149.366,149.372,149.373,149.37,149.373,149.38,149.38,149.378,149.38
TRUE,23,1696598970,149.363,149.367,149.343,149.347,149.372,149.375,149.351,149.354,149.38,149.383,149.359,149.362
TRUE,23,1696598975,149.346,149.351,149.34,149.34,149.352,149.358,149.348,149.348,149.359,149.366,149.355,149.355
TRUE,21,1696598980,149.341,149.341,149.333,149.34,149.349,149.349,149.34,149.348,149.357,149.357,149.346,149.356
TRUE,23,1696598985,149.34,149.345,149.34,149.341,149.348,149.352,149.348,149.349,149.357,149.36,149.356,149.357
TRUE,17,1696598990,149.344,149.349,149.335,149.337,149.352,149.356,149.342,149.344,149.359,149.362,149.35,149.351
TRUE,28,1696598995,149.337,149.354,149.337,149.344,149.344,149.36,149.344,149.352,149.352,149.367,149.352,149.359
TRUE,30,1696599000,149.351,149.351,149.339,149.341,149.358,149.358,149.347,149.349,149.365,149.365,149.355,149.357
TRUE,47,1696599005,149.342,149.342,149.328,149.33,149.35,149.35,149.336,149.338,149.357,149.357,149.345,149.346
TRUE,33,1696599010,149.329,149.35,149.329,149.35,149.338,149.358,149.338,149.357,149.346,149.366,149.346,149.364
TRUE,36,1696599015,149.346,149.354,149.344,149.353,149.354,149.362,149.352,149.361,149.362,149.371,149.36,149.369
TRUE,34,1696599020,149.353,149.354,149.35,149.352,149.362,149.362,149.356,149.36,149.37,149.371,149.363,149.368
TRUE,37,1696599025,149.352,149.355,149.347,149.354,149.36,149.362,149.354,149.361,149.367,149.371,149.362,149.368
TRUE,34,1696599030,149.354,149.354,149.33,149.33,149.362,149.362,149.338,149.338,149.371,149.371,149.346,149.346
TRUE,21,1696599035,149.33,149.35,149.328,149.342,149.338,149.358,149.336,149.35,149.347,149.365,149.344,149.359
TRUE,23,1696599040,149.35,149.35,149.339,149.34,149.356,149.358,149.346,149.348,149.363,149.367,149.354,149.356
TRUE,14,1696599045,149.34,149.34,149.334,149.339,149.348,149.348,149.342,149.347,149.357,149.357,149.35,149.355
TRUE,25,1696599050,149.343,149.365,149.34,149.361,149.351,149.372,149.348,149.37,149.359,149.38,149.356,149.378
TRUE,24,1696599055,149.363,149.364,149.35,149.356,149.37,149.372,149.358,149.364,149.378,149.379,149.366,149.372
TRUE,28,1696599060,149.354,149.354,149.337,149.337,149.362,149.362,149.346,149.346,149.371,149.371,149.354,149.354
TRUE,27,1696599065,149.335,149.347,149.328,149.345,149.343,149.355,149.336,149.353,149.351,149.363,149.345,149.361
TRUE,22,1696599070,149.352,149.352,149.344,149.348,149.359,149.36,149.352,149.356,149.366,149.368,149.36,149.364
TRUE,28,1696599075,149.352,149.353,149.339,149.341,149.36,149.362,149.347,149.349,149.369,149.371,149.355,149.357
TRUE,31,1696599080,149.342,149.352,149.34,149.351,149.35,149.361,149.348,149.359,149.359,149.37,149.357,149.367
TRUE,26,1696599085,149.351,149.351,149.339,149.339,149.36,149.36,149.347,149.347,149.368,149.368,149.355,149.355
TRUE,20,1696599090,149.339,149.341,149.328,149.328,149.348,149.35,149.337,149.337,149.356,149.359,149.346,149.346
TRUE,29,1696599095,149.33,149.342,149.328,149.342,149.338,149.35,149.336,149.35,149.346,149.358,149.344,149.357
TRUE,41,1696599100,149.342,149.342,149.32,149.322,149.35,149.35,149.328,149.33,149.358,149.358,149.336,149.339
TRUE,18,1696599105,149.32,149.323,149.314,149.314,149.328,149.332,149.322,149.322,149.337,149.34,149.331,149.331
TRUE,33,1696599110,149.318,149.324,149.307,149.319,149.326,149.33,149.316,149.327,149.333,149.338,149.325,149.335
TRUE,14,1696599115,149.32,149.32,149.315,149.319,149.328,149.328,149.324,149.328,149.337,149.337,149.332,149.336
TRUE,33,1696599120,149.32,149.329,149.312,149.312,149.328,149.336,149.32,149.32,149.336,149.344,149.329,149.329
TRUE,23,1696599125,149.308,149.324,149.307,149.323,149.317,149.332,149.316,149.332,149.326,149.341,149.325,149.34
TRUE,37,1696599130,149.321,149.338,149.32,149.333,149.33,149.347,149.328,149.342,149.338,149.356,149.337,149.35
TRUE,21,1696599135,149.334,149.334,149.321,149.324,149.342,149.342,149.33,149.332,149.35,149.35,149.339,149.34
TRUE,24,1696599140,149.331,149.335,149.324,149.335,149.339,149.343,149.333,149.343,149.347,149.352,149.342,149.351
TRUE,16,1696599145,149.333,149.334,149.321,149.323,149.342,149.343,149.33,149.332,149.35,149.352,149.338,149.34
TRUE,29,1696599150,149.321,149.332,149.318,149.33,149.33,149.338,149.327,149.337,149.338,149.345,149.336,149.344
TRUE,34,1696599155,149.33,149.335,149.325,149.331,149.338,149.342,149.332,149.34,149.347,149.351,149.34,149.348
TRUE,34,1696599160,149.331,149.34,149.33,149.34,149.339,149.348,149.338,149.348,149.347,149.357,149.346,149.357
TRUE,36,1696599165,149.341,149.344,149.332,149.343,149.348,149.352,149.34,149.35,149.356,149.36,149.347,149.358
TRUE,36,1696599170,149.341,149.346,149.33,149.346,149.349,149.352,149.338,149.352,149.357,149.359,149.347,149.359
TRUE,39,1696599175,149.344,149.344,149.332,149.333,149.352,149.352,149.339,149.34,149.359,149.359,149.346,149.346
TRUE,30,1696599180,149.334,149.344,149.332,149.341,149.34,149.352,149.339,149.348,149.347,149.359,149.346,149.354
TRUE,22,1696599185,149.34,149.344,149.337,149.343,149.346,149.351,149.344,149.351,149.353,149.359,149.35,149.359
TRUE,22,1696599190,149.343,149.345,149.333,149.339,149.35,149.352,149.34,149.346,149.358,149.359,149.348,149.354
TRUE,23,1696599195,149.339,149.342,149.33,149.335,149.346,149.35,149.338,149.342,149.353,149.358,149.346,149.349
TRUE,16,1696599200,149.337,149.337,149.32,149.324,149.344,149.344,149.328,149.332,149.351,149.351,149.337,149.339
TRUE,17,1696599205,149.326,149.334,149.32,149.334,149.333,149.342,149.328,149.342,149.34,149.35,149.337,149.35
TRUE,11,1696599210,149.342,149.343,149.334,149.343,149.35,149.352,149.342,149.352,149.359,149.36,149.351,149.36
TRUE,19,1696599215,149.345,149.358,149.336,149.357,149.353,149.366,149.344,149.365,149.361,149.373,149.353,149.373
TRUE,9,1696599220,149.356,149.368,149.354,149.366,149.364,149.376,149.362,149.374,149.371,149.383,149.371,149.383
TRUE,19,1696599225,149.366,149.366,149.357,149.357,149.374,149.374,149.366,149.366,149.382,149.383,149.374,149.374
TRUE,7,1696599230,149.358,149.359,149.357,149.359,149.366,149.367,149.366,149.367,149.374,149.375,149.374,149.375
TRUE,17,1696599235,149.358,149.367,149.357,149.366,149.366,149.374,149.364,149.374,149.375,149.383,149.371,149.383
TRUE,23,1696599240,149.363,149.377,149.363,149.377,149.372,149.385,149.371,149.385,149.38,149.393,149.379,149.393
TRUE,16,1696599245,149.379,149.379,149.369,149.377,149.387,149.387,149.378,149.386,149.395,149.395,149.386,149.394
TRUE,22,1696599250,149.379,149.388,149.377,149.378,149.387,149.396,149.385,149.386,149.395,149.404,149.393,149.394
TRUE,17,1696599255,149.378,149.379,149.369,149.379,149.386,149.387,149.377,149.387,149.395,149.395,149.385,149.395
TRUE,18,1696599260,149.378,149.39,149.378,149.39,149.386,149.398,149.386,149.398,149.395,149.406,149.395,149.406
TRUE,14,1696599265,149.39,149.401,149.39,149.399,149.398,149.409,149.398,149.407,149.407,149.417,149.407,149.415
TRUE,12,1696599270,149.399,149.408,149.399,149.405,149.408,149.416,149.407,149.414,149.416,149.424,149.415,149.422
TRUE,16,1696599275,149.405,149.405,149.399,149.399,149.413,149.413,149.406,149.406,149.421,149.421,149.413,149.414
TRUE,21,1696599280,149.399,149.399,149.396,149.396,149.407,149.408,149.404,149.404,149.415,149.416,149.411,149.411
TRUE,33,1696599285,149.397,149.405,149.389,149.403,149.404,149.414,149.396,149.41,149.411,149.422,149.402,149.418
TRUE,24,1696599290,149.402,149.406,149.4,149.402,149.409,149.414,149.408,149.41,149.416,149.421,149.416,149.417
TRUE,24,1696599295,149.399,149.402,149.377,149.378,149.407,149.41,149.384,149.385,149.415,149.418,149.391,149.392
TRUE,21,1696599300,149.377,149.385,149.374,149.376,149.385,149.392,149.382,149.382,149.393,149.401,149.389,149.389
TRUE,23,1696599305,149.377,149.385,149.374,149.385,149.384,149.393,149.382,149.393,149.39,149.401,149.389,149.401
TRUE,17,1696599310,149.385,149.393,149.378,149.387,149.392,149.4,149.386,149.395,149.4,149.407,149.394,149.403
TRUE,16,1696599315,149.387,149.396,149.385,149.389,149.394,149.404,149.393,149.396,149.402,149.411,149.4,149.403
TRUE,17,1696599320,149.388,149.391,149.386,149.389,149.396,149.398,149.394,149.397,149.403,149.406,149.401,149.405
TRUE,26,1696599325,149.387,149.398,149.386,149.398,149.396,149.406,149.394,149.406,149.404,149.414,149.401,149.413
TRUE,15,1696599330,149.398,149.401,149.397,149.401,149.405,149.408,149.404,149.408,149.412,149.414,149.41,149.414
TRUE,17,1696599335,149.399,149.401,149.395,149.397,149.406,149.408,149.404,149.404,149.414,149.414,149.412,149.412
TRUE,20,1696599340,149.397,149.399,149.392,149.398,149.405,149.406,149.398,149.406,149.413,149.413,149.405,149.413
TRUE,15,1696599345,149.393,149.399,149.391,149.395,149.401,149.407,149.399,149.402,149.409,149.415,149.407,149.41
TRUE,22,1696599350,149.398,149.401,149.398,149.399,149.404,149.408,149.404,149.406,149.411,149.416,149.411,149.412
TRUE,10,1696599355,149.399,149.4,149.398,149.4,149.406,149.408,149.405,149.408,149.413,149.415,149.412,149.415
TRUE,36,1696599360,149.401,149.409,149.396,149.399,149.408,149.416,149.402,149.406,149.415,149.422,149.409,149.414
TRUE,17,1696599365,149.401,149.403,149.396,149.399,149.408,149.41,149.404,149.406,149.414,149.418,149.411,149.414
TRUE,10,1696599370,149.402,149.402,149.39,149.39,149.408,149.408,149.398,149.398,149.415,149.415,149.406,149.406
TRUE,21,1696599375,149.39,149.401,149.39,149.399,149.398,149.408,149.398,149.406,149.405,149.414,149.405,149.412
TRUE,26,1696599380,149.401,149.408,149.397,149.398,149.408,149.415,149.405,149.405,149.414,149.422,149.412,149.412
TRUE,19,1696599385,149.4,149.402,149.398,149.398,149.406,149.408,149.405,149.406,149.413,149.415,149.412,149.413
TRUE,12,1696599390,149.397,149.402,149.397,149.401,149.405,149.408,149.404,149.408,149.413,149.415,149.411,149.414
TRUE,11,1696599395,149.399,149.401,149.389,149.389,149.406,149.408,149.396,149.396,149.413,149.414,149.404,149.404
TRUE,31,1696599400,149.391,149.397,149.378,149.38,149.398,149.404,149.385,149.387,149.404,149.411,149.392,149.394
TRUE,21,1696599405,149.38,149.388,149.378,149.378,149.388,149.395,149.384,149.384,149.396,149.402,149.391,149.391
TRUE,15,1696599410,149.38,149.391,149.377,149.388,149.386,149.398,149.384,149.394,149.393,149.404,149.391,149.401
TRUE,12,1696599415,149.39,149.39,149.382,149.388,149.396,149.396,149.39,149.394,149.403,149.403,149.398,149.401
TRUE,10,1696599420,149.386,149.39,149.386,149.388,149.392,149.396,149.392,149.394,149.399,149.403,149.399,149.401
TRUE,13,1696599425,149.39,149.399,149.39,149.399,149.396,149.406,149.396,149.406,149.403,149.412,149.403,149.412
TRUE,17,1696599430,149.407,149.411,149.401,149.404,149.414,149.418,149.408,149.411,149.42,149.424,149.415,149.418
TRUE,22,1696599435,149.403,149.411,149.403,149.411,149.41,149.418,149.41,149.418,149.416,149.424,149.416,149.424
TRUE,18,1696599440,149.41,149.411,149.408,149.41,149.416,149.418,149.416,149.418,149.423,149.425,149.423,149.425
TRUE,20,1696599445,149.409,149.413,149.407,149.41,149.417,149.42,149.415,149.418,149.425,149.427,149.423,149.425
TRUE,25,1696599450,149.411,149.421,149.409,149.411,149.418,149.428,149.416,149.419,149.425,149.434,149.424,149.427
TRUE,11,1696599455,149.418,149.42,149.407,149.409,149.426,149.428,149.414,149.416,149.433,149.435,149.422,149.423
TRUE,21,1696599460,149.407,149.413,149.406,149.41,149.414,149.42,149.414,149.417,149.422,149.426,149.421,149.424
TRUE,23,1696599465,149.412,149.412,149.407,149.409,149.419,149.419,149.414,149.417,149.426,149.427,149.422,149.425
TRUE,28,1696599470,149.41,149.432,149.409,149.424,149.418,149.44,149.417,149.432,149.425,149.447,149.425,149.44
TRUE,21,1696599475,149.427,149.431,149.417,149.417,149.435,149.439,149.426,149.426,149.443,149.447,149.434,149.434
TRUE,34,1696599480,149.421,149.429,149.409,149.423,149.428,149.436,149.418,149.43,149.436,149.442,149.426,149.437
TRUE,25,1696599485,149.422,149.424,149.416,149.417,149.43,149.432,149.424,149.424,149.437,149.44,149.432,149.432
TRUE,22,1696599490,149.416,149.431,149.416,149.431,149.424,149.438,149.424,149.438,149.432,149.445,149.432,149.445
TRUE,23,1696599495,149.43,149.431,149.418,149.419,149.438,149.438,149.426,149.428,149.445,149.446,149.434,149.436
TRUE,27,1696599500,149.42,149.423,149.417,149.42,149.428,149.432,149.426,149.428,149.435,149.44,149.434,149.436
TRUE,24,1696599505,149.417,149.422,149.412,149.421,149.426,149.429,149.42,149.428,149.434,149.436,149.428,149.435
TRUE,17,1696599510,149.42,149.424,149.418,149.418,149.428,149.432,149.426,149.426,149.435,149.439,149.433,149.434
TRUE,23,1696599515,149.418,149.426,149.415,149.422,149.426,149.433,149.422,149.43,149.433,149.44,149.43,149.437
TRUE,23,1696599520,149.422,149.424,149.417,149.417,149.429,149.431,149.424,149.424,149.436,149.438,149.432,149.432
TRUE,27,1696599525,149.419,149.426,149.416,149.425,149.426,149.432,149.423,149.432,149.432,149.439,149.43,149.438
TRUE,23,1696599530,149.424,149.427,149.419,149.421,149.431,149.434,149.428,149.428,149.438,149.442,149.435,149.436
TRUE,19,1696599535,149.423,149.424,149.419,149.421,149.43,149.431,149.426,149.428,149.438,149.438,149.434,149.434
TRUE,31,1696599540,149.42,149.429,149.419,149.426,149.427,149.436,149.426,149.433,149.434,149.443,149.434,149.44
TRUE,33,1696599545,149.423,149.436,149.421,149.435,149.43,149.443,149.428,149.442,149.436,149.451,149.435,149.449
TRUE,16,1696599550,149.434,149.434,149.423,149.426,149.441,149.441,149.43,149.432,149.448,149.448,149.436,149.439
TRUE,29,1696599555,149.425,149.432,149.419,149.432,149.432,149.438,149.426,149.438,149.438,149.445,149.434,149.445
TRUE,20,1696599560,149.432,149.435,149.424,149.431,149.439,149.442,149.43,149.438,149.446,149.45,149.437,149.444
TRUE,27,1696599565,149.433,149.436,149.423,149.431,149.44,149.442,149.43,149.438,149.446,149.449,149.436,149.445
TRUE,16,1696599570,149.433,149.433,149.429,149.431,149.44,149.44,149.436,149.439,149.446,149.449,149.443,149.447
TRUE,17,1696599575,149.432,149.434,149.43,149.433,149.44,149.442,149.438,149.44,149.449,149.449,149.446,149.447
TRUE,18,1696599580,149.432,149.432,149.424,149.424,149.44,149.44,149.432,149.432,149.448,149.448,149.44,149.44
TRUE,26,1696599585,149.426,149.427,149.416,149.418,149.434,149.434,149.423,149.424,149.442,149.442,149.43,149.431
TRUE,26,1696599590,149.422,149.422,149.409,149.41,149.428,149.429,149.417,149.418,149.435,149.436,149.425,149.425
TRUE,16,1696599595,149.412,149.413,149.407,149.409,149.418,149.42,149.416,149.417,149.425,149.429,149.424,149.425
TRUE,20,1696599600,149.416,149.419,149.408,149.408,149.424,149.426,149.416,149.416,149.432,149.434,149.424,149.425
TRUE,12,1696599605,149.406,149.408,149.402,149.404,149.414,149.416,149.41,149.412,149.423,149.424,149.418,149.421
TRUE,8,1696599610,149.409,149.409,149.407,149.408,149.416,149.417,149.414,149.416,149.424,149.425,149.422,149.424
TRUE,12,1696599615,149.409,149.414,149.407,149.414,149.416,149.422,149.416,149.422,149.424,149.43,149.424,149.429
TRUE,25,1696599620,149.415,149.422,149.412,149.421,149.424,149.43,149.42,149.428,149.432,149.437,149.427,149.435
TRUE,15,1696599625,149.421,149.423,149.419,149.422,149.428,149.431,149.427,149.43,149.434,149.439,149.434,149.439
TRUE,26,1696599630,149.42,149.431,149.42,149.428,149.428,149.439,149.428,149.436,149.436,149.447,149.436,149.445
TRUE,12,1696599635,149.429,149.429,149.417,149.417,149.437,149.437,149.425,149.425,149.445,149.445,149.433,149.433
TRUE,13,1696599640,149.418,149.421,149.41,149.419,149.426,149.43,149.418,149.427,149.433,149.438,149.426,149.435
TRUE,18,1696599645,149.42,149.428,149.418,149.418,149.428,149.436,149.426,149.426,149.437,149.444,149.434,149.434
TRUE,13,1696599650,149.418,149.42,149.417,149.417,149.426,149.428,149.425,149.425,149.433,149.437,149.433,149.433
TRUE,9,1696599655,149.419,149.419,149.418,149.419,149.428,149.428,149.426,149.427,149.436,149.436,149.434,149.435
TRUE,14,1696599660,149.412,149.418,149.411,149.415,149.42,149.426,149.419,149.422,149.427,149.434,149.427,149.43
TRUE,15,1696599665,149.412,149.413,149.405,149.408,149.42,149.42,149.413,149.416,149.428,149.428,149.421,149.424
TRUE,21,1696599670,149.408,149.42,149.408,149.413,149.416,149.428,149.416,149.421,149.425,149.436,149.424,149.429
TRUE,18,1696599675,149.412,149.412,149.397,149.397,149.42,149.42,149.406,149.406,149.427,149.427,149.414,149.414
TRUE,19,1696599680,149.393,149.397,149.385,149.396,149.402,149.404,149.394,149.404,149.41,149.412,149.402,149.412
TRUE,17,1696599685,149.398,149.406,149.398,149.405,149.405,149.414,149.405,149.412,149.412,149.421,149.412,149.42
TRUE,18,1696599690,149.405,149.406,149.393,149.396,149.413,149.414,149.402,149.404,149.421,149.422,149.41,149.413
TRUE,27,1696599695,149.396,149.397,149.383,149.385,149.404,149.406,149.392,149.393,149.412,149.414,149.4,149.401
TRUE,22,1696599700,149.386,149.387,149.376,149.377,149.394,149.396,149.384,149.385,149.401,149.404,149.392,149.393
TRUE,36,1696599705,149.377,149.385,149.374,149.375,149.384,149.393,149.382,149.383,149.392,149.401,149.391,149.391
TRUE,21,1696599710,149.379,149.388,149.375,149.386,149.386,149.396,149.384,149.394,149.394,149.404,149.392,149.402
TRUE,36,1696599715,149.388,149.406,149.387,149.401,149.396,149.414,149.395,149.409,149.403,149.421,149.403,149.417
TRUE,21,1696599720,149.401,149.409,149.39,149.39,149.41,149.417,149.398,149.398,149.418,149.425,149.406,149.406
TRUE,20,1696599725,149.386,149.397,149.385,149.387,149.394,149.405,149.394,149.395,149.402,149.413,149.402,149.403
TRUE,19,1696599730,149.388,149.389,149.385,149.387,149.396,149.397,149.394,149.395,149.403,149.405,149.402,149.403
TRUE,14,1696599735,149.386,149.386,149.379,149.384,149.394,149.394,149.387,149.392,149.401,149.401,149.394,149.4
TRUE,26,1696599740,149.38,149.385,149.375,149.377,149.388,149.393,149.383,149.384,149.395,149.401,149.391,149.392
TRUE,21,1696599745,149.377,149.379,149.375,149.376,149.385,149.386,149.383,149.383,149.393,149.393,149.39,149.39
TRUE,14,1696599750,149.374,149.376,149.373,149.374,149.382,149.384,149.38,149.382,149.389,149.393,149.388,149.39
TRUE,15,1696599755,149.367,149.367,149.354,149.363,149.374,149.374,149.362,149.371,149.382,149.382,149.37,149.379
TRUE,20,1696599760,149.364,149.364,149.345,149.345,149.372,149.372,149.353,149.353,149.379,149.379,149.361,149.361
