"complete","volume","time","b_o","b_h","b_l","b_c","m_o","m_h","m_l","m_c","a_o","a_h","a_l","a_c"
TRUE,30,1696599490,18.36066,18.3671,18.36015,18.3671,18.36293,18.3686,18.36268,18.3686,18.3652,18.37011,18.3652,18.37011
TRUE,41,1696599495,18.3679,18.3725,18.3661,18.36743,18.3694,18.3747,18.3684,18.37045,18.37091,18.3769,18.3707,18.37347
TRUE,37,1696599500,18.36755,18.3683,18.3642,18.3642,18.37051,18.37064,18.36644,18.36644,18.37347,18.37369,18.36863,18.36867
TRUE,29,1696599505,18.364,18.3647,18.36236,18.3642,18.36634,18.36668,18.36535,18.3662,18.36867,18.36867,18.3678,18.36821
TRUE,30,1696599510,18.3641,18.3647,18.3626,18.3631,18.36616,18.36646,18.3649,18.36516,18.36821,18.36821,18.3672,18.36721
TRUE,43,1696599515,18.363,18.3632,18.3611,18.3624,18.3651,18.36512,18.36345,18.3646,18.36721,18.36721,18.3658,18.3668
TRUE,32,1696599520,18.3622,18.3622,18.3573,18.3584,18.36445,18.36445,18.3597,18.3606,18.3667,18.3667,18.3621,18.3628
TRUE,21,1696599525,18.35752,18.3585,18.35667,18.3585,18.36039,18.3607,18.3597,18.36065,18.36326,18.36326,18.362,18.3628
TRUE,20,1696599530,18.3594,18.3598,18.359,18.3592,18.36116,18.36145,18.36074,18.36084,18.36293,18.3631,18.36247,18.36247
TRUE,25,1696599535,18.3572,18.3601,18.3572,18.35736,18.35984,18.36248,18.35984,18.36062,18.36247,18.36486,18.36247,18.36389
TRUE,31,1696599540,18.3574,18.36128,18.3574,18.36091,18.36052,18.36318,18.36052,18.36276,18.36364,18.36518,18.36364,18.36462
TRUE,24,1696599545,18.36029,18.37159,18.36029,18.37159,18.36246,18.37351,18.36246,18.37351,18.36462,18.37543,18.36462,18.37543
TRUE,21,1696599550,18.37159,18.37245,18.36987,18.37021,18.37344,18.37452,18.37256,18.37273,18.3753,18.3766,18.3749,18.37525
TRUE,30,1696599555,18.37047,18.37215,18.37047,18.37199,18.37286,18.37445,18.37286,18.37437,18.37525,18.37675,18.37525,18.37675
TRUE,38,1696599560,18.37261,18.37979,18.37261,18.37676,18.37506,18.38206,18.37506,18.37983,18.3775,18.38434,18.3775,18.3829
TRUE,51,1696599565,18.37766,18.3809,18.37602,18.37651,18.37983,18.3829,18.37841,18.3788,18.382,18.3851,18.3808,18.3811
TRUE,27,1696599570,18.37664,18.38169,18.37596,18.37933,18.37887,18.3837,18.37828,18.38152,18.3811,18.3857,18.3805,18.3837
TRUE,35,1696599575,18.37933,18.3819,18.37933,18.3819,18.38162,18.38385,18.38162,18.38385,18.3839,18.3859,18.3839,18.3858
TRUE,40,1696599580,18.38182,18.38182,18.37854,18.37864,18.38381,18.38381,18.38117,18.38132,18.3858,18.3858,18.3838,18.384
TRUE,50,1696599585,18.37731,18.37731,18.37218,18.3729,18.3799,18.3799,18.37524,18.3756,18.3825,18.3825,18.3779,18.3783
TRUE,32,1696599590,18.37312,18.37368,18.37089,18.37111,18.37571,18.37638,18.3736,18.3738,18.3783,18.3791,18.3763,18.3765
TRUE,52,1696599595,18.37115,18.37427,18.36851,18.37353,18.37392,18.37738,18.37116,18.37622,18.3767,18.3805,18.3738,18.3789
TRUE,54,1696599600,18.37353,18.3787,18.37353,18.3783,18.37612,18.38085,18.37612,18.38055,18.3787,18.3835,18.3787,18.3828
TRUE,44,1696599605,18.3784,18.3796,18.3767,18.3782,18.3806,18.38158,18.37915,18.38086,18.3828,18.38403,18.3816,18.38353
TRUE,35,1696599610,18.378,18.378,18.37732,18.3775,18.3809,18.3811,18.3803,18.38086,18.3838,18.3845,18.3832,18.38421
TRUE,41,1696599615,18.3776,18.3798,18.3766,18.3798,18.3809,18.38265,18.37985,18.38265,18.38421,18.3855,18.383,18.3855
TRUE,41,1696599620,18.3802,18.38353,18.3802,18.38168,18.38329,18.38636,18.38329,18.38449,18.38638,18.3892,18.38638,18.3873
TRUE,47,1696599625,18.38168,18.38457,18.38168,18.38363,18.38464,18.38748,18.38449,18.38642,18.3876,18.3905,18.3873,18.3892
TRUE,41,1696599630,18.38397,18.38504,18.38298,18.38364,18.38668,18.38797,18.38589,18.38647,18.3894,18.3911,18.3888,18.3893
TRUE,40,1696599635,18.38335,18.38381,18.38223,18.38234,18.38622,18.38666,18.38436,18.38442,18.3891,18.3895,18.3863,18.3865
TRUE,35,1696599640,18.38253,18.3877,18.38212,18.3873,18.38446,18.38965,18.38396,18.38928,18.3864,18.3916,18.3858,18.39125
TRUE,33,1696599645,18.3878,18.3878,18.3829,18.38326,18.38968,18.38968,18.38529,18.38548,18.39155,18.39155,18.3876,18.3877
TRUE,26,1696599650,18.38326,18.3852,18.38326,18.38478,18.38558,18.38762,18.38558,18.3874,18.3879,18.39003,18.3879,18.39003
TRUE,15,1696599655,18.38484,18.38541,18.38415,18.38464,18.38744,18.38797,18.38666,18.38712,18.39003,18.39053,18.38912,18.3896
TRUE,31,1696599660,18.38544,18.38544,18.38204,18.38328,18.38782,18.38782,18.38516,18.38594,18.3902,18.3902,18.38829,18.3886
TRUE,22,1696599665,18.38321,18.38353,18.3828,18.38286,18.3859,18.38618,18.38577,18.386,18.3886,18.38914,18.3886,18.38914
TRUE,32,1696599670,18.38312,18.38508,18.38312,18.38388,18.38613,18.38778,18.38613,18.38706,18.38914,18.39049,18.38914,18.39024
TRUE,25,1696599675,18.3842,18.38496,18.3822,18.3827,18.3871,18.38774,18.38512,18.3857,18.38999,18.39051,18.38803,18.3887
TRUE,43,1696599680,18.3834,18.3834,18.37923,18.37923,18.38605,18.38605,18.38192,18.38192,18.3887,18.3887,18.3846,18.3846
TRUE,34,1696599685,18.37945,18.38118,18.37945,18.38112,18.38208,18.38374,18.38208,18.38371,18.3847,18.3864,18.3847,18.3863
TRUE,39,1696599690,18.38087,18.38104,18.37596,18.37647,18.38358,18.38369,18.37898,18.37924,18.3863,18.38634,18.382,18.382
TRUE,46,1696599695,18.37647,18.37647,18.36595,18.36595,18.37928,18.37934,18.36892,18.36892,18.3821,18.3822,18.3719,18.3719
TRUE,31,1696599700,18.3656,18.36916,18.36323,18.36462,18.36868,18.3716,18.36615,18.36712,18.37176,18.3744,18.36907,18.36961
TRUE,44,1696599705,18.36446,18.3678,18.35956,18.35956,18.36712,18.36982,18.36198,18.36198,18.36979,18.37239,18.3644,18.3644
TRUE,25,1696599710,18.35751,18.35824,18.35496,18.35514,18.36026,18.36062,18.3576,18.35769,18.363,18.363,18.36024,18.36024
TRUE,32,1696599715,18.35485,18.36655,18.35482,18.36595,18.35754,18.36864,18.35753,18.36812,18.36024,18.371,18.36024,18.3703
TRUE,35,1696599720,18.36595,18.36931,18.36474,18.36474,18.36866,18.3713,18.36809,18.36809,18.37138,18.3733,18.37138,18.37144
TRUE,47,1696599725,18.3646,18.36586,18.3605,18.3618,18.3676,18.3688,18.36376,18.36472,18.3706,18.37204,18.367,18.36765
TRUE,49,1696599730,18.36055,18.36246,18.36017,18.3609,18.36378,18.36524,18.36341,18.36394,18.367,18.36808,18.36644,18.36699
TRUE,41,1696599735,18.36156,18.362,18.36,18.3603,18.36428,18.36476,18.36314,18.36328,18.36699,18.36752,18.3662,18.36627
TRUE,31,1696599740,18.3605,18.36166,18.3546,18.3546,18.36338,18.36403,18.35722,18.35722,18.36627,18.36668,18.35984,18.35984
TRUE,29,1696599745,18.35478,18.35634,18.35437,18.35557,18.35731,18.35878,18.3571,18.35798,18.35984,18.36121,18.35984,18.3604
TRUE,28,1696599750,18.35557,18.35557,18.35195,18.35337,18.35808,18.35808,18.35507,18.35602,18.3606,18.3606,18.35819,18.35868
TRUE,27,1696599755,18.3535,18.35487,18.34912,18.34935,18.35609,18.35746,18.35204,18.35223,18.35868,18.3601,18.35495,18.35511
TRUE,18,1696599760,18.34935,18.35117,18.3487,18.3487,18.35215,18.35384,18.35144,18.35144,18.35495,18.35651,18.35419,18.35419
TRUE,20,1696599765,18.34892,18.34934,18.34832,18.34901,18.35168,18.35192,18.35066,18.35159,18.35445,18.3545,18.353,18.35417
TRUE,21,1696599770,18.34915,18.35083,18.34915,18.34946,18.35166,18.35337,18.35166,18.35216,18.35417,18.35591,18.3541,18.35486
TRUE,25,1696599775,18.34946,18.34976,18.34843,18.34976,18.352,18.35224,18.35096,18.35224,18.35454,18.35481,18.3535,18.35472
TRUE,13,1696599780,18.34956,18.35096,18.34892,18.35071,18.35214,18.35258,18.35146,18.35246,18.35472,18.35488,18.35401,18.3542
TRUE,22,1696599785,18.35071,18.35118,18.34917,18.34943,18.35286,18.3537,18.35106,18.35106,18.355,18.35622,18.3527,18.3527
TRUE,11,1696599790,18.3499,18.35085,18.34976,18.34976,18.3514,18.35292,18.3514,18.35222,18.35291,18.355,18.35291,18.35469
TRUE,14,1696599795,18.34916,18.35035,18.3491,18.35012,18.35163,18.35254,18.3507,18.35254,18.3541,18.35496,18.3523,18.35496
TRUE,42,1696599800,18.35012,18.3533,18.34882,18.35085,18.35238,18.3555,18.3519,18.35382,18.35465,18.3579,18.35465,18.35678
TRUE,19,1696599805,18.35085,18.3521,18.35077,18.3516,18.35374,18.35516,18.35374,18.3547,18.35663,18.35828,18.35663,18.3578
TRUE,20,1696599810,18.35128,18.35128,18.35054,18.35092,18.35419,18.35419,18.35347,18.3539,18.3571,18.3571,18.3563,18.35687
TRUE,18,1696599815,18.35106,18.35106,18.34896,18.34896,18.35405,18.35405,18.35182,18.35182,18.35704,18.35704,18.3545,18.35467
TRUE,7,1696599820,18.34902,18.34946,18.34901,18.34946,18.3519,18.35233,18.35186,18.35233,18.35478,18.3552,18.3547,18.3552
TRUE,23,1696599825,18.34946,18.35054,18.34832,18.35054,18.35223,18.35247,18.35076,18.35247,18.355,18.3553,18.3532,18.3544
TRUE,21,1696599830,18.35101,18.35127,18.34977,18.35122,18.3527,18.35401,18.3527,18.35401,18.3544,18.3568,18.3544,18.3568
TRUE,38,1696599835,18.35122,18.35527,18.35096,18.35527,18.35391,18.35744,18.35363,18.35744,18.3566,18.3596,18.3563,18.3596
TRUE,21,1696599840,18.35584,18.3586,18.35584,18.35662,18.35842,18.36138,18.35842,18.35946,18.361,18.36415,18.361,18.3623
TRUE,32,1696599845,18.35707,18.35855,18.35571,18.35597,18.35973,18.36118,18.3586,18.35883,18.36239,18.3638,18.3612,18.36169
TRUE,22,1696599850,18.3561,18.35862,18.3561,18.35771,18.3589,18.36136,18.3589,18.35996,18.36169,18.3641,18.36169,18.3622
TRUE,38,1696599855,18.35751,18.35751,18.35087,18.35108,18.3599,18.3599,18.35368,18.35394,18.3623,18.3623,18.3565,18.3568
TRUE,23,1696599860,18.35108,18.35408,18.35108,18.35242,18.35384,18.35634,18.35384,18.35491,18.3566,18.3586,18.3566,18.3574
TRUE,15,1696599865,18.35242,18.35338,18.35242,18.35317,18.35496,18.35604,18.35496,18.35574,18.3575,18.3587,18.3575,18.3583
TRUE,23,1696599870,18.35312,18.35312,18.34879,18.34978,18.35571,18.35571,18.35176,18.3526,18.3583,18.3583,18.35474,18.35543
TRUE,14,1696599875,18.34978,18.35273,18.34978,18.35228,18.3527,18.35525,18.3527,18.3551,18.35561,18.35814,18.35561,18.35791
TRUE,13,1696599880,18.35228,18.35588,18.35228,18.35587,18.35518,18.35878,18.35518,18.35878,18.35807,18.36176,18.35807,18.3617
TRUE,31,1696599885,18.3556,18.3556,18.35193,18.35219,18.35855,18.35855,18.35482,18.35524,18.3615,18.3615,18.3576,18.3583
TRUE,16,1696599890,18.35232,18.35276,18.34955,18.34955,18.35531,18.35568,18.35228,18.35228,18.3583,18.3586,18.355,18.355
TRUE,32,1696599895,18.34901,18.34932,18.34549,18.34549,18.3519,18.35226,18.34834,18.3485,18.3548,18.35529,18.3512,18.3515
TRUE,45,1696599900,18.34455,18.34458,18.3413,18.34187,18.34758,18.34758,18.3441,18.34494,18.3506,18.3506,18.3469,18.348
TRUE,31,1696599905,18.34187,18.34751,18.34187,18.34564,18.34484,18.3493,18.34484,18.34832,18.3478,18.3511,18.3478,18.351
TRUE,23,1696599910,18.34505,18.34708,18.34329,18.34708,18.34792,18.34939,18.3464,18.34939,18.3508,18.3517,18.3493,18.3517
TRUE,16,1696599915,18.34672,18.3481,18.34672,18.348,18.34906,18.35027,18.34906,18.34993,18.3514,18.35329,18.3514,18.35186
TRUE,44,1696599920,18.3481,18.3507,18.3454,18.3507,18.34998,18.35252,18.34745,18.35252,18.35186,18.35434,18.3495,18.35434
TRUE,8,1696599925,18.3509,18.3509,18.3496,18.3496,18.35262,18.35276,18.35194,18.35194,18.35434,18.35462,18.35427,18.35427
TRUE,32,1696599930,18.35,18.35,18.33898,18.33902,18.35233,18.35233,18.34146,18.3415,18.35466,18.35466,18.34394,18.34398
TRUE,32,1696599935,18.33902,18.33902,18.32996,18.33391,18.34142,18.34142,18.33257,18.3366,18.34383,18.34383,18.3351,18.33928
TRUE,33,1696599940,18.33344,18.3345,18.333,18.3332,18.33622,18.33702,18.33588,18.3363,18.33901,18.33954,18.33876,18.3394
TRUE,27,1696599945,18.3333,18.3333,18.32878,18.32878,18.33635,18.33635,18.33124,18.33124,18.3394,18.3394,18.3337,18.3337
TRUE,33,1696599950,18.32773,18.32865,18.32752,18.32852,18.33062,18.3318,18.33046,18.33172,18.3335,18.33498,18.3334,18.33491
TRUE,35,1696599955,18.32852,18.3302,18.32701,18.33017,18.33166,18.33332,18.33012,18.33332,18.3348,18.33646,18.3332,18.33646
TRUE,40,1696599960,18.3314,18.3314,18.32675,18.32675,18.3342,18.3342,18.32964,18.32982,18.33699,18.3371,18.3324,18.33289
TRUE,30,1696599965,18.32675,18.32675,18.32421,18.32472,18.32968,18.32968,18.3273,18.32792,18.3326,18.3326,18.3297,18.33112
TRUE,39,1696599970,18.325,18.325,18.3161,18.31957,18.32806,18.32806,18.31825,18.32164,18.33112,18.33112,18.3204,18.3237
TRUE,22,1696599975,18.31957,18.31999,18.31925,18.3198,18.32168,18.3221,18.32102,18.3218,18.3238,18.3243,18.3228,18.3238
TRUE,40,1696599980,18.3198,18.32022,18.3181,18.31928,18.3217,18.32233,18.31995,18.32184,18.3236,18.3247,18.3217,18.3244
TRUE,39,1696599985,18.31928,18.32032,18.31677,18.31726,18.32179,18.32301,18.31914,18.31998,18.3243,18.3257,18.3215,18.3227
TRUE,32,1696599990,18.31726,18.3212,18.31723,18.3212,18.32003,18.32365,18.32003,18.32365,18.3228,18.3261,18.3228,18.3261
TRUE,30,1696599995,18.32077,18.3268,18.31969,18.32671,18.32344,18.32972,18.3226,18.32967,18.3261,18.33263,18.32551,18.33263
TRUE,23,1696600000,18.32771,18.3287,18.32648,18.32724,18.33044,18.33156,18.32934,18.33022,18.33318,18.33443,18.3322,18.3332
TRUE,38,1696600005,18.32724,18.32855,18.3249,18.3265,18.32907,18.33006,18.327,18.32895,18.3309,18.33156,18.3291,18.3314
TRUE,37,1696600010,18.32585,18.3281,18.32554,18.3278,18.32778,18.33075,18.32777,18.33045,18.3297,18.3335,18.3297,18.3331
TRUE,20,1696600015,18.3283,18.33482,18.3281,18.33482,18.3309,18.33666,18.33065,18.33666,18.3335,18.3385,18.3328,18.3385
TRUE,57,1696600020,18.33509,18.33553,18.32754,18.3315,18.3368,18.33736,18.32922,18.3334,18.3385,18.3392,18.3309,18.3353
TRUE,22,1696600025,18.33175,18.33512,18.33159,18.33405,18.33368,18.33676,18.33334,18.33562,18.3356,18.3384,18.3351,18.3372
TRUE,40,1696600030,18.33405,18.33405,18.3314,18.33264,18.33558,18.33558,18.33315,18.33457,18.3371,18.3371,18.3349,18.3365
TRUE,32,1696600035,18.33287,18.33524,18.33287,18.3349,18.33488,18.33707,18.33474,18.3368,18.3369,18.339,18.3366,18.3387
TRUE,36,1696600040,18.33509,18.3429,18.33495,18.34144,18.3369,18.34445,18.33678,18.34322,18.3387,18.346,18.3386,18.345
TRUE,49,1696600045,18.34102,18.34188,18.34066,18.34066,18.34301,18.34384,18.34258,18.34268,18.345,18.3458,18.34433,18.3447
TRUE,37,1696600050,18.34109,18.34152,18.33915,18.33915,18.34304,18.34351,18.34066,18.34066,18.345,18.3456,18.34216,18.34216
TRUE,44,1696600055,18.33894,18.33894,18.33063,18.33124,18.34062,18.34062,18.33246,18.33282,18.3423,18.3423,18.33418,18.3344
TRUE,41,1696600060,18.33146,18.33146,18.32874,18.32874,18.33298,18.33303,18.33047,18.33062,18.3345,18.335,18.3322,18.3325
TRUE,31,1696600065,18.32853,18.33062,18.32751,18.3276,18.33046,18.33246,18.3294,18.3294,18.3324,18.3343,18.3311,18.3312
TRUE,20,1696600070,18.3276,18.3277,18.32522,18.32565,18.32935,18.32935,18.32716,18.32762,18.3311,18.3311,18.3291,18.3296
TRUE,10,1696600075,18.32565,18.32572,18.32553,18.32553,18.32768,18.32781,18.32756,18.32756,18.3297,18.3299,18.3296,18.3296
TRUE,30,1696600080,18.32572,18.3278,18.32548,18.3278,18.32751,18.32995,18.32729,18.32995,18.3293,18.3321,18.3291,18.3321
TRUE,46,1696600085,18.3278,18.33866,18.32774,18.33866,18.3299,18.34068,18.32967,18.34068,18.332,18.3427,18.3316,18.3427
TRUE,22,1696600090,18.33846,18.34241,18.33846,18.34232,18.34058,18.3445,18.34058,18.34436,18.3427,18.3466,18.3427,18.3464
TRUE,34,1696600095,18.34232,18.34548,18.34228,18.34506,18.34441,18.34789,18.34439,18.34718,18.3465,18.3503,18.3465,18.3493
TRUE,30,1696600100,18.34506,18.34506,18.34258,18.34267,18.34703,18.34713,18.34464,18.34468,18.349,18.3494,18.3466,18.3467
TRUE,44,1696600105,18.34267,18.34406,18.3408,18.34406,18.34464,18.34618,18.3428,18.34618,18.3466,18.3483,18.3448,18.3483
TRUE,34,1696600110,18.34426,18.34704,18.34401,18.34663,18.34623,18.34898,18.34596,18.34872,18.3482,18.3512,18.3479,18.3508
TRUE,38,1696600115,18.34676,18.34771,18.34455,18.34476,18.34873,18.34961,18.34628,18.34638,18.3507,18.3517,18.348,18.348
TRUE,30,1696600120,18.34476,18.34476,18.34165,18.34188,18.34643,18.34643,18.34322,18.34384,18.3481,18.3481,18.3448,18.3458
TRUE,29,1696600125,18.34188,18.34476,18.34171,18.34472,18.34389,18.34701,18.34364,18.34701,18.3459,18.3493,18.3455,18.3493
TRUE,16,1696600130,18.34494,18.3452,18.34494,18.34509,18.34702,18.34735,18.34687,18.34694,18.3491,18.3495,18.3488,18.3488
TRUE,6,1696600135,18.34508,18.34508,18.34453,18.34475,18.34689,18.34689,18.34632,18.34648,18.3487,18.3487,18.3481,18.3482
TRUE,20,1696600140,18.34475,18.34507,18.34455,18.34492,18.34652,18.34694,18.34652,18.34681,18.3483,18.3488,18.3483,18.3487
TRUE,15,1696600145,18.34492,18.34502,18.34474,18.34494,18.34686,18.34691,18.34667,18.34677,18.3488,18.3489,18.3485,18.3486
TRUE,19,1696600150,18.34494,18.34502,18.3443,18.34499,18.34682,18.34691,18.3462,18.34674,18.3487,18.3488,18.3481,18.3485
TRUE,29,1696600155,18.34606,18.34924,18.34606,18.34891,18.34828,18.35127,18.34828,18.3508,18.3505,18.3533,18.3505,18.3527
TRUE,15,1696600160,18.34891,18.34894,18.34879,18.34894,18.35086,18.35104,18.3508,18.35097,18.3528,18.3532,18.3528,18.353
TRUE,16,1696600165,18.34894,18.34894,18.3487,18.34877,18.35102,18.35102,18.35065,18.35094,18.3531,18.3531,18.3526,18.3531
TRUE,20,1696600170,18.34883,18.35136,18.34877,18.35136,18.35092,18.35373,18.35068,18.35373,18.353,18.3561,18.3526,18.3561
TRUE,21,1696600175,18.35132,18.35197,18.35132,18.35197,18.35361,18.35434,18.35361,18.35434,18.3559,18.3568,18.3559,18.3567
TRUE,43,1696600180,18.35196,18.35531,18.35054,18.35531,18.35433,18.3577,18.35274,18.3576,18.3567,18.3601,18.3548,18.3599
TRUE,32,1696600185,18.35531,18.36089,18.35531,18.36062,18.3575,18.3629,18.3574,18.36251,18.3597,18.3649,18.3595,18.3644
TRUE,25,1696600190,18.36062,18.36081,18.36041,18.36064,18.36261,18.3629,18.3623,18.36267,18.3646,18.365,18.3642,18.3647
TRUE,37,1696600195,18.36064,18.36486,18.36041,18.36486,18.36277,18.36673,18.36256,18.36638,18.3649,18.3686,18.3646,18.3679
TRUE,30,1696600200,18.36486,18.36579,18.36486,18.3654,18.36648,18.3679,18.36643,18.36735,18.3681,18.37,18.368,18.3693
TRUE,32,1696600205,18.3654,18.3655,18.36186,18.36186,18.36725,18.3673,18.36348,18.36348,18.3691,18.3691,18.3651,18.3651
TRUE,28,1696600210,18.36044,18.36044,18.35857,18.35951,18.36232,18.36232,18.36034,18.36166,18.3642,18.3642,18.3621,18.3638
TRUE,34,1696600215,18.35957,18.36277,18.35957,18.36175,18.36168,18.36464,18.36168,18.36388,18.3638,18.367,18.3638,18.366
TRUE,34,1696600220,18.36175,18.36175,18.3585,18.35915,18.36382,18.36382,18.36044,18.36112,18.3659,18.3659,18.3622,18.3631
TRUE,10,1696600225,18.35915,18.3604,18.35915,18.36,18.36108,18.36262,18.36108,18.36242,18.363,18.36484,18.363,18.36484
TRUE,25,1696600230,18.3599,18.36163,18.3594,18.36084,18.36237,18.36428,18.36212,18.36392,18.36484,18.36712,18.3648,18.367
TRUE,38,1696600235,18.3602,18.365,18.35995,18.36489,18.36315,18.36772,18.36302,18.36772,18.3661,18.37054,18.3661,18.37054
TRUE,41,1696600240,18.36584,18.36653,18.35831,18.35831,18.36842,18.36876,18.36056,18.3606,18.371,18.371,18.3628,18.3629
TRUE,54,1696600245,18.35831,18.35845,18.3493,18.3499,18.36056,18.36068,18.3518,18.3525,18.3628,18.3631,18.3543,18.3551
TRUE,52,1696600250,18.34941,18.35741,18.34834,18.35741,18.3522,18.3597,18.35082,18.3596,18.355,18.362,18.3533,18.3618
TRUE,41,1696600255,18.35683,18.35683,18.3523,18.3531,18.35922,18.35922,18.35484,18.3553,18.3616,18.3616,18.3573,18.3575
TRUE,56,1696600260,18.35286,18.35286,18.34863,18.35155,18.35518,18.35518,18.35126,18.35398,18.3575,18.3575,18.3539,18.3564
TRUE,35,1696600265,18.35088,18.35089,18.3458,18.3466,18.35334,18.35334,18.34845,18.34915,18.3558,18.3558,18.351,18.3517
TRUE,30,1696600270,18.3466,18.34705,18.3452,18.3457,18.3492,18.34938,18.3479,18.3484,18.3518,18.3518,18.3506,18.3511
TRUE,38,1696600275,18.3455,18.34584,18.3432,18.34347,18.34815,18.34832,18.3458,18.34594,18.3508,18.3508,18.3482,18.3484
TRUE,22,1696600280,18.34362,18.34419,18.3431,18.3431,18.34601,18.34674,18.3456,18.34565,18.3484,18.3493,18.3481,18.3482
TRUE,30,1696600285,18.34335,18.3442,18.34335,18.3438,18.34608,18.3468,18.34608,18.3465,18.3488,18.3494,18.3488,18.3492
TRUE,60,1696600290,18.34521,18.34814,18.34521,18.34786,18.348,18.35066,18.348,18.35048,18.3508,18.3533,18.3508,18.3531
TRUE,30,1696600295,18.3476,18.34836,18.34638,18.3481,18.3503,18.35083,18.34874,18.35045,18.353,18.3534,18.3511,18.3528
TRUE,30,1696600300,18.3481,18.34853,18.34641,18.34675,18.35055,18.35096,18.34836,18.34902,18.353,18.3534,18.3503,18.3513
TRUE,51,1696600305,18.34717,18.34742,18.34369,18.34374,18.34934,18.34982,18.3461,18.34617,18.3515,18.3523,18.3485,18.3486
TRUE,48,1696600310,18.34374,18.34545,18.33914,18.33973,18.34612,18.34752,18.34132,18.34172,18.3485,18.3496,18.3435,18.3437
TRUE,27,1696600315,18.33963,18.3457,18.33941,18.34536,18.34182,18.3474,18.34166,18.34718,18.344,18.3491,18.3439,18.349
TRUE,65,1696600320,18.34525,18.35751,18.34498,18.35561,18.34742,18.35965,18.34709,18.35786,18.3496,18.3619,18.3492,18.3601
TRUE,55,1696600325,18.35521,18.35899,18.35504,18.35776,18.3575,18.36154,18.35727,18.36028,18.3598,18.3642,18.3594,18.3628
TRUE,41,1696600330,18.3578,18.36073,18.35728,18.36018,18.36035,18.36292,18.35959,18.36269,18.3629,18.3653,18.3619,18.3652
TRUE,48,1696600335,18.36042,18.3648,18.35994,18.3648,18.36281,18.3669,18.36257,18.3669,18.3652,18.369,18.3652,18.369
TRUE,51,1696600340,18.3648,18.36996,18.36409,18.36853,18.367,18.37191,18.36637,18.37092,18.3692,18.3745,18.3686,18.3733
TRUE,45,1696600345,18.36853,18.36853,18.36121,18.36294,18.37096,18.37096,18.36402,18.36537,18.3734,18.3734,18.3667,18.3678
TRUE,45,1696600350,18.36294,18.3664,18.36254,18.3634,18.36532,18.36894,18.36502,18.36622,18.3677,18.37149,18.3672,18.36904
TRUE,27,1696600355,18.3634,18.36398,18.36176,18.36176,18.36625,18.36663,18.36438,18.36438,18.3691,18.3695,18.367,18.367
TRUE,41,1696600360,18.36143,18.3712,18.36143,18.3695,18.36416,18.3733,18.36416,18.37155,18.3669,18.37539,18.3668,18.3736
TRUE,53,1696600365,18.3694,18.373,18.3694,18.3719,18.3715,18.37535,18.3714,18.3744,18.3736,18.3779,18.3734,18.3769
TRUE,28,1696600370,18.37194,18.3729,18.3719,18.372,18.37447,18.37515,18.37425,18.37435,18.377,18.3774,18.3765,18.3767
TRUE,37,1696600375,18.3721,18.3721,18.36733,18.36967,18.3744,18.3744,18.36952,18.37194,18.3767,18.3767,18.3717,18.3742
TRUE,48,1696600380,18.36955,18.3697,18.36624,18.36637,18.37188,18.372,18.36874,18.3689,18.3742,18.3744,18.3712,18.37142
TRUE,36,1696600385,18.36649,18.36854,18.36634,18.36688,18.36896,18.37102,18.36894,18.36959,18.37142,18.3735,18.37142,18.3723
TRUE,41,1696600390,18.36688,18.36688,18.36437,18.36578,18.36949,18.36949,18.36698,18.36829,18.3721,18.3721,18.3694,18.3708
TRUE,41,1696600395,18.3663,18.37446,18.3662,18.37424,18.36865,18.3769,18.36865,18.37687,18.371,18.3796,18.371,18.3795
TRUE,35,1696600400,18.3741,18.37427,18.37338,18.37366,18.37685,18.37694,18.37594,18.37623,18.3796,18.3796,18.3785,18.3788
TRUE,27,1696600405,18.37366,18.37366,18.37308,18.37309,18.37628,18.37633,18.37549,18.37564,18.3789,18.379,18.3779,18.3782
TRUE,23,1696600410,18.37309,18.37393,18.37293,18.37393,18.3755,18.37652,18.37536,18.37642,18.3779,18.3791,18.3778,18.3789
TRUE,19,1696600415,18.37393,18.37393,18.37323,18.37377,18.37652,18.37652,18.37576,18.37608,18.3791,18.3791,18.3783,18.3784
TRUE,41,1696600420,18.37339,18.37339,18.3709,18.37157,18.3758,18.3758,18.37298,18.37374,18.3782,18.3782,18.375,18.3759
TRUE,25,1696600425,18.37157,18.37157,18.37088,18.37151,18.37368,18.37471,18.37306,18.37456,18.3758,18.3779,18.375,18.3776
TRUE,22,1696600430,18.37114,18.37346,18.37114,18.37184,18.37426,18.37633,18.37426,18.37447,18.37738,18.3792,18.3771,18.3771
TRUE,18,1696600435,18.37174,18.37232,18.37118,18.37155,18.37442,18.37501,18.37404,18.37457,18.3771,18.3778,18.3768,18.37759
TRUE,23,1696600440,18.37128,18.37388,18.37128,18.37241,18.37444,18.37614,18.37444,18.37559,18.37759,18.37877,18.3775,18.37877
TRUE,14,1696600445,18.37244,18.37294,18.372,18.37209,18.37556,18.37594,18.37517,18.37526,18.37868,18.37894,18.3783,18.37842
TRUE,20,1696600450,18.37226,18.37735,18.37208,18.37706,18.37538,18.38012,18.37523,18.37978,18.3785,18.3829,18.37837,18.3825
TRUE,40,1696600455,18.37706,18.37706,18.3711,18.3711,18.37973,18.37973,18.37368,18.3739,18.3824,18.3824,18.376,18.3767
