Date,Open,High,Low,Close
19430504,11.86,11.86,11.86,11.86
19430505,11.93,11.93,11.93,11.93
19430506,11.97,11.97,11.97,11.97
19430507,11.81,11.81,11.81,11.81
19430510,11.97,11.97,11.97,11.97
19430511,11.93,11.93,11.93,11.93
19430512,11.88,11.88,11.88,11.88
19430513,11.92,11.92,11.92,11.92
19430514,11.7,11.7,11.7,11.7
19430517,11.72,11.72,11.72,11.72
19430518,11.81,11.81,11.81,11.81
19430519,11.93,11.93,11.93,11.93
19430520,11.9,11.9,11.9,11.9
19430521,11.9,11.9,11.9,11.9
19430524,11.87,11.87,11.87,11.87
19430525,11.9,11.9,11.9,11.9
19430526,11.99,11.99,11.99,11.99
19430527,12.02,12.02,12.02,12.02
19430528,12.05,12.05,12.05,12.05
19430601,12.18,12.18,12.18,12.18
19430602,12.19,12.19,12.19,12.19
19430603,12.24,12.24,12.24,12.24
19430604,12.18,12.18,12.18,12.18
19430607,12.15,12.15,12.15,12.15
19430608,12.08,12.08,12.08,12.08
19430609,12.12,12.12,12.12,12.12
19430610,12.14,12.14,12.14,12.14
19430611,12.08,12.08,12.08,12.08
19430614,11.88,11.88,11.88,11.88
19430615,11.93,11.93,11.93,11.93
19430616,11.95,11.95,11.95,11.95
19430617,11.97,11.97,11.97,11.97
19430618,11.96,11.96,11.96,11.96
19430621,11.9,11.9,11.9,11.9
19430622,11.92,11.92,11.92,11.92
19430623,11.89,11.89,11.89,11.89
19430624,11.95,11.95,11.95,11.95
19430625,12.21,12.21,12.21,12.21
19430628,12.32,12.32,12.32,12.32
19430629,12.28,12.28,12.28,12.28
19430630,12.35,12.35,12.35,12.35
19430701,12.36,12.36,12.36,12.36
19430702,12.35,12.35,12.35,12.35
19430706,12.37,12.37,12.37,12.37
19430707,12.35,12.35,12.35,12.35
19430708,12.36,12.36,12.36,12.36
19430709,12.41,12.41,12.41,12.41
19430712,12.49,12.49,12.49,12.49
19430713,12.57,12.57,12.57,12.57
19430714,12.64,12.64,12.64,12.64
19430715,12.57,12.57,12.57,12.57
19430716,12.54,12.54,12.54,12.54
19430719,12.55,12.55,12.55,12.55
19430720,12.47,12.47,12.47,12.47
19430721,12.5,12.5,12.5,12.5
19430722,12.5,12.5,12.5,12.5
19430723,12.51,12.51,12.51,12.51
19430726,12.31,12.31,12.31,12.31
19430727,11.92,11.92,11.92,11.92
19430728,11.88,11.88,11.88,11.88
19430729,12.08,12.08,12.08,12.08
19430730,11.85,11.85,11.85,11.85
19430802,11.47,11.47,11.47,11.47
19430803,11.72,11.72,11.72,11.72
19430804,11.79,11.79,11.79,11.79
19430805,11.75,11.75,11.75,11.75
19430806,11.63,11.63,11.63,11.63
19430809,11.6,11.6,11.6,11.6
19430810,11.71,11.71,11.71,11.71
19430811,11.8,11.8,11.8,11.8
19430812,11.73,11.73,11.73,11.73
19430813,11.84,11.84,11.84,11.84
19430816,11.81,11.81,11.81,11.81
19430817,11.88,11.88,11.88,11.88
19430818,11.92,11.92,11.92,11.92
19430819,11.91,11.91,11.91,11.91
19430820,11.81,11.81,11.81,11.81
19430823,11.6,11.6,11.6,11.6
19430824,11.69,11.69,11.69,11.69
19430825,11.71,11.71,11.71,11.71
19430826,11.75,11.75,11.75,11.75
19430827,11.67,11.67,11.67,11.67
19430830,11.67,11.67,11.67,11.67
19430831,11.8,11.8,11.8,11.8
19430901,11.84,11.84,11.84,11.84
19430902,11.84,11.84,11.84,11.84
19430903,11.82,11.82,11.82,11.82
19430907,11.85,11.85,11.85,11.85
19430908,11.78,11.78,11.78,11.78
19430909,11.91,11.91,11.91,11.91
19430910,11.93,11.93,11.93,11.93
19430913,11.91,11.91,11.91,11.91
19430914,11.89,11.89,11.89,11.89
19430915,11.91,11.91,11.91,11.91
19430916,11.98,11.98,11.98,11.98
19430917,12.1,12.1,12.1,12.1
19430920,12.23,12.23,12.23,12.23
19430921,12.24,12.24,12.24,12.24
19430922,12.21,12.21,12.21,12.21
19430923,12.1,12.1,12.1,12.1
19430924,12.1,12.1,12.1,12.1
19430927,12.0,12.0,12.0,12.0
19430928,11.98,11.98,11.98,11.98
19430929,12.01,12.01,12.01,12.01
19430930,12.08,12.08,12.08,12.08
19431001,12.09,12.09,12.09,12.09
19431004,12.02,12.02,12.02,12.02
19431005,11.97,11.97,11.97,11.97
19431006,11.83,11.83,11.83,11.83
19431007,11.67,11.67,11.67,11.67
19431008,11.72,11.72,11.72,11.72
19431011,11.7,11.7,11.7,11.7
19431013,11.7,11.7,11.7,11.7
19431014,11.75,11.75,11.75,11.75
19431015,11.83,11.83,11.83,11.83
19431018,11.85,11.85,11.85,11.85
19431019,11.91,11.91,11.91,11.91
19431020,11.95,11.95,11.95,11.95
19431021,11.84,11.84,11.84,11.84
19431022,11.89,11.89,11.89,11.89
19431025,11.88,11.88,11.88,11.88
19431026,11.92,11.92,11.92,11.92
19431027,11.99,11.99,11.99,11.99
19431028,11.96,11.96,11.96,11.96
19431029,11.91,11.91,11.91,11.91
19431101,11.92,11.92,11.92,11.92
19431103,11.78,11.78,11.78,11.78
19431104,11.68,11.68,11.68,11.68
19431105,11.59,11.59,11.59,11.59
19431108,11.26,11.26,11.26,11.26
19431109,11.3,11.3,11.3,11.3
19431110,11.41,11.41,11.41,11.41
19431112,11.29,11.29,11.29,11.29
19431115,11.25,11.25,11.25,11.25
19431116,11.2,11.2,11.2,11.2
19431117,11.13,11.13,11.13,11.13
19431118,11.16,11.16,11.16,11.16
19431119,11.3,11.3,11.3,11.3
19431122,11.34,11.34,11.34,11.34
19431123,11.3,11.3,11.3,11.3
19431124,11.24,11.24,11.24,11.24
19431126,11.15,11.15,11.15,11.15
19431129,10.99,10.99,10.99,10.99
19431130,11.02,11.02,11.02,11.02
19431201,11.13,11.13,11.13,11.13
19431202,11.22,11.22,11.22,11.22
19431203,11.23,11.23,11.23,11.23
19431206,11.28,11.28,11.28,11.28
19431207,11.38,11.38,11.38,11.38
19431208,11.5,11.5,11.5,11.5
19431209,11.43,11.43,11.43,11.43
19431210,11.49,11.49,11.49,11.49
19431213,11.48,11.48,11.48,11.48
19431214,11.45,11.45,11.45,11.45
19431215,11.44,11.44,11.44,11.44
19431216,11.5,11.5,11.5,11.5
19431217,11.56,11.56,11.56,11.56
19431220,11.64,11.64,11.64,11.64
19431221,11.61,11.61,11.61,11.61
19431222,11.6,11.6,11.6,11.6
19431223,11.59,11.59,11.59,11.59
19431224,11.61,11.61,11.61,11.61
19431227,11.59,11.59,11.59,11.59
19431228,11.48,11.48,11.48,11.48
19431229,11.48,11.48,11.48,11.48
19431230,11.69,11.69,11.69,11.69
19431231,11.67,11.67,11.67,11.67
19440103,11.66,11.66,11.66,11.66
19440104,11.81,11.81,11.81,11.81
19440105,11.94,11.94,11.94,11.94
19440106,11.89,11.89,11.89,11.89
19440107,11.87,11.87,11.87,11.87
19440110,11.85,11.85,11.85,11.85
19440111,11.92,11.92,11.92,11.92
19440112,11.84,11.84,11.84,11.84
19440113,11.81,11.81,11.81,11.81
19440114,11.86,11.86,11.86,11.86
19440117,11.9,11.9,11.9,11.9
19440118,11.87,11.87,11.87,11.87
19440119,11.88,11.88,11.88,11.88
19440120,11.88,11.88,11.88,11.88
19440121,11.9,11.9,11.9,11.9
19440124,11.89,11.89,11.89,11.89
19440125,11.88,11.88,11.88,11.88
19440126,11.76,11.76,11.76,11.76
19440127,11.74,11.74,11.74,11.74
19440128,11.81,11.81,11.81,11.81
19440131,11.85,11.85,11.85,11.85
19440201,11.83,11.83,11.83,11.83
19440202,11.8,11.8,11.8,11.8
19440203,11.7,11.7,11.7,11.7
19440204,11.6,11.6,11.6,11.6
19440207,11.56,11.56,11.56,11.56
19440208,11.67,11.67,11.67,11.67
19440209,11.67,11.67,11.67,11.67
19440210,11.75,11.75,11.75,11.75
19440211,11.74,11.74,11.74,11.74
19440214,11.74,11.74,11.74,11.74
19440215,11.82,11.82,11.82,11.82
19440216,11.79,11.79,11.79,11.79
19440217,11.87,11.87,11.87,11.87
19440218,11.78,11.78,11.78,11.78
19440221,11.76,11.76,11.76,11.76
19440223,11.86,11.86,11.86,11.86
19440224,11.88,11.88,11.88,11.88
19440225,11.8,11.8,11.8,11.8
19440228,11.89,11.89,11.89,11.89
19440229,11.82,11.82,11.82,11.82
19440301,11.87,11.87,11.87,11.87
19440302,11.88,11.88,11.88,11.88
19440303,11.9,11.9,11.9,11.9
19440306,11.93,11.93,11.93,11.93
19440307,12.01,12.01,12.01,12.01
19440308,12.11,12.11,12.11,12.11
19440309,12.08,12.08,12.08,12.08
19440310,12.1,12.1,12.1,12.1
19440313,12.24,12.24,12.24,12.24
19440314,12.22,12.22,12.22,12.22
19440315,12.28,12.28,12.28,12.28
19440316,12.29,12.29,12.29,12.29
19440317,12.31,12.31,12.31,12.31
19440320,12.2,12.2,12.2,12.2
19440321,12.25,12.25,12.25,12.25
19440322,12.23,12.23,12.23,12.23
19440323,12.1,12.1,12.1,12.1
19440324,12.13,12.13,12.13,12.13
19440327,12.1,12.1,12.1,12.1
19440328,11.98,11.98,11.98,11.98
19440329,11.95,11.95,11.95,11.95
19440330,12.03,12.03,12.03,12.03
19440331,12.02,12.02,12.02,12.02
19440403,11.96,11.96,11.96,11.96
19440404,11.97,11.97,11.97,11.97
19440405,11.98,11.98,11.98,11.98
19440406,12.04,12.04,12.04,12.04
19440410,12.06,12.06,12.06,12.06
19440411,12.06,12.06,12.06,12.06
19440412,11.98,11.98,11.98,11.98
19440413,11.95,11.95,11.95,11.95
19440414,11.95,11.95,11.95,11.95
19440417,11.94,11.94,11.94,11.94
19440418,11.73,11.73,11.73,11.73
19440419,11.69,11.69,11.69,11.69
19440420,11.78,11.78,11.78,11.78
19440421,11.8,11.8,11.8,11.8
19440424,11.67,11.67,11.67,11.67
19440425,11.69,11.69,11.69,11.69
19440426,11.76,11.76,11.76,11.76
19440427,11.81,11.81,11.81,11.81
19440428,11.87,11.87,11.87,11.87
19440501,11.96,11.96,11.96,11.96
19440502,11.95,11.95,11.95,11.95
19440503,12.03,12.03,12.03,12.03
19440504,12.01,12.01,12.01,12.01
19440505,12.08,12.08,12.08,12.08
19440508,12.09,12.09,12.09,12.09
19440509,12.08,12.08,12.08,12.08
19440510,12.08,12.08,12.08,12.08
19440511,12.09,12.09,12.09,12.09
19440512,12.0,12.0,12.0,12.0
19440515,11.99,11.99,11.99,11.99
19440516,12.0,12.0,12.0,12.0
19440517,12.08,12.08,12.08,12.08
19440518,12.1,12.1,12.1,12.1
19440519,12.12,12.12,12.12,12.12
19440522,12.13,12.13,12.13,12.13
19440523,12.17,12.17,12.17,12.17
19440524,12.22,12.22,12.22,12.22
19440525,12.2,12.2,12.2,12.2
19440526,12.22,12.22,12.22,12.22
19440529,12.27,12.27,12.27,12.27
19440531,12.35,12.35,12.35,12.35
19440601,12.31,12.31,12.31,12.31
19440602,12.3,12.3,12.3,12.3
19440605,12.23,12.23,12.23,12.23
19440606,12.31,12.31,12.31,12.31
19440607,12.3,12.3,12.3,12.3
19440608,12.25,12.25,12.25,12.25
19440609,12.27,12.27,12.27,12.27
19440612,12.55,12.55,12.55,12.55
19440613,12.64,12.64,12.64,12.64
19440614,12.66,12.66,12.66,12.66
19440615,12.73,12.73,12.73,12.73
19440616,12.82,12.82,12.82,12.82
19440619,12.95,12.95,12.95,12.95
19440620,12.97,12.97,12.97,12.97
19440621,12.94,12.94,12.94,12.94
19440622,12.92,12.92,12.92,12.92
19440623,12.9,12.9,12.9,12.9
19440626,12.98,12.98,12.98,12.98
19440627,13.02,13.02,13.02,13.02
19440628,12.95,12.95,12.95,12.95
19440629,12.94,12.94,12.94,12.94
19440630,12.98,12.98,12.98,12.98
19440703,13.11,13.11,13.11,13.11
19440705,13.18,13.18,13.18,13.18
19440706,13.13,13.13,13.13,13.13
19440707,13.16,13.16,13.16,13.16
19440710,13.27,13.27,13.27,13.27
19440711,13.25,13.25,13.25,13.25
19440712,13.27,13.27,13.27,13.27
19440713,13.22,13.22,13.22,13.22
19440714,13.23,13.23,13.23,13.23
19440717,13.1,13.1,13.1,13.1
19440718,12.98,12.98,12.98,12.98
19440719,13.07,13.07,13.07,13.07
19440720,12.96,12.96,12.96,12.96
19440721,12.78,12.78,12.78,12.78
19440724,12.7,12.7,12.7,12.7
19440725,12.8,12.8,12.8,12.8
19440726,12.77,12.77,12.77,12.77
19440727,12.77,12.77,12.77,12.77
19440728,12.7,12.7,12.7,12.7
19440731,12.71,12.71,12.71,12.71
19440801,12.78,12.78,12.78,12.78
19440802,12.81,12.81,12.81,12.81
19440803,12.73,12.73,12.73,12.73
19440804,12.61,12.61,12.61,12.61
19440807,12.67,12.67,12.67,12.67
19440808,12.62,12.62,12.62,12.62
19440809,12.68,12.68,12.68,12.68
19440810,12.78,12.78,12.78,12.78
19440811,12.83,12.83,12.83,12.83
19440814,12.85,12.85,12.85,12.85
19440815,12.84,12.84,12.84,12.84
19440816,12.9,12.9,12.9,12.9
19440817,12.98,12.98,12.98,12.98
19440818,13.04,13.04,13.04,13.04
19440821,12.98,12.98,12.98,12.98
19440822,12.89,12.89,12.89,12.89
19440823,12.91,12.91,12.91,12.91
19440824,12.83,12.83,12.83,12.83
19440825,12.8,12.8,12.8,12.8
19440828,12.8,12.8,12.8,12.8
19440829,12.84,12.84,12.84,12.84
19440830,12.87,12.87,12.87,12.87
19440831,12.82,12.82,12.82,12.82
19440901,12.86,12.86,12.86,12.86
19440905,12.78,12.78,12.78,12.78
19440906,12.47,12.47,12.47,12.47
19440907,12.43,12.43,12.43,12.43
19440908,12.41,12.41,12.41,12.41
19440911,12.48,12.48,12.48,12.48
19440912,12.54,12.54,12.54,12.54
19440913,12.42,12.42,12.42,12.42
19440914,12.35,12.35,12.35,12.35
19440915,12.45,12.45,12.45,12.45
19440918,12.53,12.53,12.53,12.53
19440919,12.64,12.64,12.64,12.64
19440920,12.66,12.66,12.66,12.66
19440921,12.62,12.62,12.62,12.62
19440922,12.65,12.65,12.65,12.65
19440925,12.76,12.76,12.76,12.76
19440926,12.73,12.73,12.73,12.73
19440927,12.73,12.73,12.73,12.73
19440928,12.69,12.69,12.69,12.69
19440929,12.74,12.74,12.74,12.74
19441002,12.8,12.8,12.8,12.8
19441003,12.8,12.8,12.8,12.8
19441004,12.87,12.87,12.87,12.87
19441005,12.95,12.95,12.95,12.95
19441006,12.97,12.97,12.97,12.97
19441009,12.89,12.89,12.89,12.89
19441010,12.93,12.93,12.93,12.93
19441011,13.01,13.01,13.01,13.01
19441013,13.02,13.02,13.02,13.02
19441016,12.95,12.95,12.95,12.95
19441017,13.0,13.0,13.0,13.0
19441018,13.07,13.07,13.07,13.07
19441019,13.04,13.04,13.04,13.04
19441020,13.02,13.02,13.02,13.02
19441023,12.8,12.8,12.8,12.8
19441024,12.83,12.83,12.83,12.83
19441025,12.83,12.83,12.83,12.83
19441026,12.73,12.73,12.73,12.73
19441027,12.75,12.75,12.75,12.75
19441030,12.76,12.76,12.76,12.76
19441031,12.78,12.78,12.78,12.78
19441101,12.83,12.83,12.83,12.83
19441102,12.9,12.9,12.9,12.9
19441103,12.89,12.89,12.89,12.89
19441106,12.96,12.96,12.96,12.96
19441108,12.94,12.94,12.94,12.94
19441109,12.97,12.97,12.97,12.97
19441110,12.98,12.98,12.98,12.98
19441113,12.87,12.87,12.87,12.87
19441114,12.71,12.71,12.71,12.71
19441115,12.68,12.68,12.68,12.68
19441116,12.69,12.69,12.69,12.69
19441117,12.67,12.67,12.67,12.67
19441120,12.72,12.72,12.72,12.72
19441121,12.81,12.81,12.81,12.81
19441122,12.82,12.82,12.82,12.82
19441124,12.75,12.75,12.75,12.75
19441127,12.79,12.79,12.79,12.79
19441128,12.78,12.78,12.78,12.78
19441129,12.85,12.85,12.85,12.85
19441130,12.83,12.83,12.83,12.83
19441201,12.8,12.8,12.8,12.8
19441204,12.91,12.91,12.91,12.91
19441205,12.96,12.96,12.96,12.96
19441206,12.96,12.96,12.96,12.96
19441207,12.99,12.99,12.99,12.99
19441208,13.09,13.09,13.09,13.09
19441211,13.17,13.17,13.17,13.17
19441212,13.14,13.14,13.14,13.14
19441213,13.1,13.1,13.1,13.1
19441214,13.14,13.14,13.14,13.14
19441215,13.27,13.27,13.27,13.27
19441218,13.19,13.19,13.19,13.19
19441219,13.23,13.23,13.23,13.23
19441220,13.14,13.14,13.14,13.14
19441221,13.11,13.11,13.11,13.11
19441222,13.12,13.12,13.12,13.12
19441226,13.03,13.03,13.03,13.03
19441227,12.97,12.97,12.97,12.97
19441228,13.1,13.1,13.1,13.1
19441229,13.28,13.28,13.28,13.28
19450102,13.33,13.33,13.33,13.33
19450103,13.47,13.47,13.47,13.47
19450104,13.49,13.49,13.49,13.49
19450105,13.46,13.46,13.46,13.46
19450108,13.58,13.58,13.58,13.58
19450109,13.59,13.59,13.59,13.59
19450110,13.69,13.69,13.69,13.69
19450111,13.68,13.68,13.68,13.68
19450112,13.64,13.64,13.64,13.64
19450115,13.55,13.55,13.55,13.55
19450116,13.54,13.54,13.54,13.54
19450117,13.63,13.63,13.63,13.63
19450118,13.57,13.57,13.57,13.57
19450119,13.44,13.44,13.44,13.44
19450122,13.3,13.3,13.3,13.3
19450123,13.21,13.21,13.21,13.21
19450124,13.25,13.25,13.25,13.25
19450125,13.33,13.33,13.33,13.33
19450126,13.46,13.46,13.46,13.46
19450129,13.54,13.54,13.54,13.54
19450130,13.46,13.46,13.46,13.46
19450131,13.47,13.47,13.47,13.47
19450201,13.5,13.5,13.5,13.5
19450202,13.6,13.6,13.6,13.6
19450205,13.7,13.7,13.7,13.7
19450206,13.73,13.73,13.73,13.73
19450207,13.76,13.76,13.76,13.76
19450208,13.76,13.76,13.76,13.76
19450209,13.68,13.68,13.68,13.68
19450213,13.9,13.9,13.9,13.9
19450214,13.97,13.97,13.97,13.97
19450215,14.07,14.07,14.07,14.07
19450216,14.05,14.05,14.05,14.05
19450219,14.16,14.16,14.16,14.16
19450220,14.21,14.21,14.21,14.21
19450221,14.19,14.19,14.19,14.19
19450223,14.16,14.16,14.16,14.16
19450226,14.09,14.09,14.09,14.09
19450227,14.2,14.2,14.2,14.2
19450228,14.3,14.3,14.3,14.3
19450301,14.32,14.32,14.32,14.32
19450302,14.23,14.23,14.23,14.23
19450305,14.3,14.3,14.3,14.3
19450306,14.37,14.37,14.37,14.37
19450307,14.38,14.38,14.38,14.38
19450308,14.12,14.12,14.12,14.12
19450309,13.82,13.82,13.82,13.82
19450312,13.99,13.99,13.99,13.99
19450313,13.99,13.99,13.99,13.99
19450314,14.01,14.01,14.01,14.01
19450315,14.07,14.07,14.07,14.07
19450316,14.09,14.09,14.09,14.09
19450319,14.01,14.01,14.01,14.01
19450320,13.82,13.82,13.82,13.82
19450321,13.69,13.69,13.69,13.69
19450322,13.68,13.68,13.68,13.68
19450323,13.74,13.74,13.74,13.74
19450326,13.39,13.39,13.39,13.39
19450327,13.47,13.47,13.47,13.47
19450328,13.58,13.58,13.58,13.58
19450329,13.61,13.61,13.61,13.61
19450402,13.77,13.77,13.77,13.77
19450403,13.79,13.79,13.79,13.79
19450404,13.77,13.77,13.77,13.77
19450405,13.67,13.67,13.67,13.67
19450406,13.77,13.77,13.77,13.77
19450409,13.81,13.81,13.81,13.81
19450410,13.86,13.86,13.86,13.86
19450411,14.06,14.06,14.06,14.06
19450412,14.05,14.05,14.05,14.05
19450413,14.2,14.2,14.2,14.2
19450416,14.49,14.49,14.49,14.49
19450417,14.51,14.51,14.51,14.51
19450418,14.65,14.65,14.65,14.65
19450419,14.51,14.51,14.51,14.51
19450420,14.49,14.49,14.49,14.49
19450423,14.63,14.63,14.63,14.63
19450424,14.7,14.7,14.7,14.7
19450425,14.67,14.67,14.67,14.67
19450426,14.64,14.64,14.64,14.64
19450427,14.7,14.7,14.7,14.7
19450430,14.84,14.84,14.84,14.84
19450501,14.79,14.79,14.79,14.79
19450502,14.77,14.77,14.77,14.77
19450503,14.87,14.87,14.87,14.87
19450504,14.92,14.92,14.92,14.92
19450507,14.93,14.93,14.93,14.93
19450508,14.96,14.96,14.96,14.96
19450509,14.81,14.81,14.81,14.81
19450510,14.62,14.62,14.62,14.62
19450511,14.62,14.62,14.62,14.62
19450514,14.63,14.63,14.63,14.63
19450515,14.68,14.68,14.68,14.68
19450516,14.69,14.69,14.69,14.69
19450517,14.77,14.77,14.77,14.77
19450518,14.87,14.87,14.87,14.87
19450521,14.82,14.82,14.82,14.82
19450522,14.81,14.81,14.81,14.81
19450523,14.7,14.7,14.7,14.7
19450524,14.7,14.7,14.7,14.7
19450525,14.79,14.79,14.79,14.79
19450528,15.03,15.03,15.03,15.03
19450529,15.11,15.11,15.11,15.11
19450531,15.01,15.01,15.01,15.01
19450601,15.03,15.03,15.03,15.03
19450604,15.05,15.05,15.05,15.05
19450605,15.03,15.03,15.03,15.03
19450606,14.96,14.96,14.96,14.96
19450607,14.97,14.97,14.97,14.97
19450608,14.93,14.93,14.93,14.93
19450611,14.89,14.89,14.89,14.89
19450612,14.92,14.92,14.92,14.92
19450613,14.99,14.99,14.99,14.99
19450614,15.05,15.05,15.05,15.05
19450615,15.1,15.1,15.1,15.1
19450618,15.09,15.09,15.09,15.09
19450619,15.11,15.11,15.11,15.11
19450620,15.18,15.18,15.18,15.18
19450621,15.26,15.26,15.26,15.26
19450622,15.28,15.28,15.28,15.28
19450625,15.35,15.35,15.35,15.35
19450626,15.37,15.37,15.37,15.37
19450627,15.35,15.35,15.35,15.35
19450628,15.04,15.04,15.04,15.04
19450629,14.87,14.87,14.87,14.87
19450702,15.03,15.03,15.03,15.03
19450703,15.03,15.03,15.03,15.03
19450705,14.86,14.86,14.86,14.86
19450706,14.91,14.91,14.91,14.91
19450709,15.04,15.04,15.04,15.04
19450710,15.1,15.1,15.1,15.1
19450711,15.05,15.05,15.05,15.05
19450712,15.09,15.09,15.09,15.09
19450713,15.05,15.05,15.05,15.05
19450716,14.94,14.94,14.94,14.94
19450717,14.61,14.61,14.61,14.61
19450718,14.56,14.56,14.56,14.56
19450719,14.66,14.66,14.66,14.66
19450720,14.66,14.66,14.66,14.66
19450723,14.51,14.51,14.51,14.51
19450724,14.54,14.54,14.54,14.54
19450725,14.68,14.68,14.68,14.68
19450726,14.38,14.38,14.38,14.38
19450727,14.45,14.45,14.45,14.45
19450730,14.6,14.6,14.6,14.6
19450731,14.66,14.66,14.66,14.66
19450801,14.68,14.68,14.68,14.68
19450802,14.62,14.62,14.62,14.62
19450803,14.68,14.68,14.68,14.68
19450806,14.72,14.72,14.72,14.72
19450807,14.52,14.52,14.52,14.52
19450808,14.55,14.55,14.55,14.55
19450809,14.79,14.79,14.79,14.79
19450810,14.78,14.78,14.78,14.78
19450813,14.61,14.61,14.61,14.61
19450814,14.7,14.7,14.7,14.7
19450817,14.62,14.62,14.62,14.62
19450820,14.4,14.4,14.4,14.4
19450821,14.46,14.46,14.46,14.46
19450822,14.56,14.56,14.56,14.56
19450823,14.85,14.85,14.85,14.85
19450824,15.05,15.05,15.05,15.05
19450827,15.27,15.27,15.27,15.27
19450828,15.32,15.32,15.32,15.32
19450829,15.3,15.3,15.3,15.3
19450830,15.35,15.35,15.35,15.35
19450831,15.51,15.51,15.51,15.51
19450904,15.51,15.51,15.51,15.51
19450905,15.53,15.53,15.53,15.53
19450906,15.74,15.74,15.74,15.74
19450907,15.73,15.73,15.73,15.73
19450910,15.78,15.78,15.78,15.78
19450911,15.88,15.88,15.88,15.88
19450912,15.95,15.95,15.95,15.95
19450913,15.95,15.95,15.95,15.95
19450914,15.86,15.86,15.86,15.86
19450917,15.51,15.51,15.51,15.51
19450918,15.82,15.82,15.82,15.82
19450919,15.97,15.97,15.97,15.97
19450920,16.030001,16.030001,16.030001,16.030001
19450921,15.95,15.95,15.95,15.95
19450924,15.91,15.91,15.91,15.91
19450925,15.93,15.93,15.93,15.93
19450926,15.92,15.92,15.92,15.92
19450927,15.86,15.86,15.86,15.86
19450928,16.049999,16.049999,16.049999,16.049999
19451001,16.33,16.33,16.33,16.33
19451002,16.33,16.33,16.33,16.33
19451003,16.299999,16.299999,16.299999,16.299999
19451004,16.299999,16.299999,16.299999,16.299999
19451005,16.379999,16.379999,16.379999,16.379999
19451008,16.5,16.5,16.5,16.5
19451009,16.540001,16.540001,16.540001,16.540001
19451010,16.6,16.6,16.6,16.6
19451011,16.58,16.58,16.58,16.58
